0.0	0.5
Integration time [ms]:	1.05
Averaging Nr. [scans]:1
Smoothing Nr. [pixels]:0
Data measured with spectrometer [name]:b'1703274U8'
Wave	;Sample	;Dark	;Reference	;Scope	
[nm]	;[counts]	;[counts]	;[counts]	
 
309,952880859375;	179,5;	0,0;	0,0
309,98712158203125;	322,0;	0,0;	0,0
310,0213928222656;	348,25;	0,0;	0,0
310,05560302734375;	299,25;	0,0;	0,0
310,0898132324219;	201,25;	0,0;	0,0
310,1240539550781;	120,75;	0,0;	0,0
310,15826416015625;	125,0;	0,0;	0,0
310,19244384765625;	122,0;	0,0;	0,0
310,2266845703125;	105,0;	0,0;	0,0
310,2608642578125;	124,5;	0,0;	0,0
310,2950439453125;	114,25;	0,0;	0,0
310,3292236328125;	112,5;	0,0;	0,0
310,3633728027344;	124,5;	0,0;	0,0
310,3975524902344;	118,0;	0,0;	0,0
310,43170166015625;	114,75;	0,0;	0,0
310,4658508300781;	102,5;	0,0;	0,0
310,5;	120,25;	0,0;	0,0
310,5341491699219;	113,25;	0,0;	0,0
310,5682678222656;	95,0;	0,0;	0,0
310,6023864746094;	108,25;	0,0;	0,0
310,6365051269531;	117,25;	0,0;	0,0
310,67059326171875;	118,0;	0,0;	0,0
310,7046813964844;	111,5;	0,0;	0,0
310,7388000488281;	131,0;	0,0;	0,0
310,77288818359375;	135,0;	0,0;	0,0
310,80694580078125;	85,0;	0,0;	0,0
310,8410339355469;	130,5;	0,0;	0,0
310,8750915527344;	121,25;	0,0;	0,0
310,9091491699219;	110,5;	0,0;	0,0
310,9432067871094;	119,5;	0,0;	0,0
310,9772644042969;	108,0;	0,0;	0,0
311,01129150390625;	110,25;	0,0;	0,0
311,0452880859375;	105,5;	0,0;	0,0
311,079345703125;	125,25;	0,0;	0,0
311,11334228515625;	109,75;	0,0;	0,0
311,1473388671875;	100,5;	0,0;	0,0
311,1813659667969;	130,5;	0,0;	0,0
311,2153625488281;	112,75;	0,0;	0,0
311,24932861328125;	128,5;	0,0;	0,0
311,2833251953125;	113,25;	0,0;	0,0
311,3172912597656;	134,25;	0,0;	0,0
311,35125732421875;	114,75;	0,0;	0,0
311,3852233886719;	108,75;	0,0;	0,0
311,419189453125;	133,75;	0,0;	0,0
311,453125;	105,0;	0,0;	0,0
311,487060546875;	105,5;	0,0;	0,0
311,5209655761719;	108,75;	0,0;	0,0
311,55487060546875;	112,25;	0,0;	0,0
311,58880615234375;	118,25;	0,0;	0,0
311,6227111816406;	137,5;	0,0;	0,0
311,6566162109375;	146,25;	0,0;	0,0
311,6905212402344;	106,75;	0,0;	0,0
311,72442626953125;	123,5;	0,0;	0,0
311,75830078125;	125,0;	0,0;	0,0
311,79217529296875;	118,75;	0,0;	0,0
311,8260498046875;	125,5;	0,0;	0,0
311,8598937988281;	119,25;	0,0;	0,0
311,8937683105469;	109,75;	0,0;	0,0
311,9276123046875;	139,0;	0,0;	0,0
311,96142578125;	126,75;	0,0;	0,0
311,99530029296875;	127,75;	0,0;	0,0
312,02911376953125;	137,0;	0,0;	0,0
312,06292724609375;	117,25;	0,0;	0,0
312,09674072265625;	118,5;	0,0;	0,0
312,13055419921875;	115,25;	0,0;	0,0
312,164306640625;	107,25;	0,0;	0,0
312,1981201171875;	127,0;	0,0;	0,0
312,2319030761719;	102,5;	0,0;	0,0
312,2656555175781;	128,75;	0,0;	0,0
312,2994384765625;	111,5;	0,0;	0,0
312,33319091796875;	132,0;	0,0;	0,0
312,366943359375;	116,5;	0,0;	0,0
312,4007263183594;	97,75;	0,0;	0,0
312,4344482421875;	119,25;	0,0;	0,0
312,4681701660156;	97,75;	0,0;	0,0
312,5019226074219;	122,5;	0,0;	0,0
312,53564453125;	151,75;	0,0;	0,0
312,5693054199219;	180,75;	0,0;	0,0
312,6030578613281;	131,5;	0,0;	0,0
312,6367492675781;	124,75;	0,0;	0,0
312,67041015625;	125,25;	0,0;	0,0
312,7041320800781;	122,25;	0,0;	0,0
312,73779296875;	114,75;	0,0;	0,0
312,7714538574219;	128,75;	0,0;	0,0
312,8051452636719;	116,25;	0,0;	0,0
312,83880615234375;	106,5;	0,0;	0,0
312,8724060058594;	123,5;	0,0;	0,0
312,90606689453125;	131,75;	0,0;	0,0
312,939697265625;	102,25;	0,0;	0,0
312,97332763671875;	119,0;	0,0;	0,0
