0.0	0.5
Integration time [ms]:	1.05
Averaging Nr. [scans]:1
Smoothing Nr. [pixels]:0
Data measured with spectrometer [name]:b'1703277U8'
Wave	;Sample	;Dark	;Reference	;Scope	
[nm]	;[counts]	;[counts]	;[counts]	
 
493,2108154296875;	487,25;	0,0;	0,0
493,2895202636719;	427,75;	0,0;	0,0
493,36822509765625;	322,0;	0,0;	0,0
493,4468994140625;	302,75;	0,0;	0,0
493,52557373046875;	324,25;	0,0;	0,0
493,6042175292969;	369,0;	0,0;	0,0
493,6828918457031;	482,25;	0,0;	0,0
493,7615051269531;	499,0;	0,0;	0,0
493,8401184082031;	353,75;	0,0;	0,0
493,9187316894531;	333,5;	0,0;	0,0
493,9973449707031;	339,0;	0,0;	0,0
494,075927734375;	325,5;	0,0;	0,0
494,1545104980469;	315,5;	0,0;	0,0
494,2330627441406;	312,75;	0,0;	0,0
494,3116149902344;	296,75;	0,0;	0,0
494,3901672363281;	343,5;	0,0;	0,0
494,4686584472656;	381,25;	0,0;	0,0
494,5472106933594;	356,75;	0,0;	0,0
494,6257019042969;	319,75;	0,0;	0,0
494,7041931152344;	316,25;	0,0;	0,0
494,78265380859375;	336,75;	0,0;	0,0
494,86114501953125;	348,5;	0,0;	0,0
494,9395751953125;	321,75;	0,0;	0,0
495,0180358886719;	343,75;	0,0;	0,0
495,096435546875;	343,0;	0,0;	0,0
495,1748962402344;	351,25;	0,0;	0,0
495,2532653808594;	385,25;	0,0;	0,0
495,3316650390625;	429,75;	0,0;	0,0
495,4100341796875;	619,25;	0,0;	0,0
495,4884338378906;	1521,5;	0,0;	0,0
495,5667724609375;	4305,0;	0,0;	0,0
495,6451110839844;	4581,0;	0,0;	0,0
495,72344970703125;	983,75;	0,0;	0,0
495,8017883300781;	474,5;	0,0;	0,0
495,8800964355469;	362,75;	0,0;	0,0
495,9583435058594;	360,0;	0,0;	0,0
496,0366516113281;	351,5;	0,0;	0,0
496,11492919921875;	357,75;	0,0;	0,0
496,19317626953125;	346,25;	0,0;	0,0
496,27142333984375;	366,75;	0,0;	0,0
496,34967041015625;	387,5;	0,0;	0,0
496,4278869628906;	512,75;	0,0;	0,0
496,506103515625;	489,75;	0,0;	0,0
496,58428955078125;	432,5;	0,0;	0,0
496,6625061035156;	411,25;	0,0;	0,0
496,74066162109375;	395,75;	0,0;	0,0
496,8188171386719;	379,25;	0,0;	0,0
496,89697265625;	419,25;	0,0;	0,0
496,9751281738281;	365,25;	0,0;	0,0
497,0532531738281;	385,0;	0,0;	0,0
497,1313171386719;	429,75;	0,0;	0,0
497,2094421386719;	428,0;	0,0;	0,0
497,28753662109375;	377,0;	0,0;	0,0
497,3656005859375;	352,5;	0,0;	0,0
497,44366455078125;	358,5;	0,0;	0,0
497,521728515625;	364,25;	0,0;	0,0
497,59979248046875;	384,0;	0,0;	0,0
497,67779541015625;	468,0;	0,0;	0,0
497,7558288574219;	470,75;	0,0;	0,0
497,83380126953125;	453,75;	0,0;	0,0
497,91180419921875;	457,5;	0,0;	0,0
497,9897766113281;	525,5;	0,0;	0,0
498,0677490234375;	736,5;	0,0;	0,0
498,1457214355469;	928,25;	0,0;	0,0
498,2236633300781;	876,75;	0,0;	0,0
498,30157470703125;	713,75;	0,0;	0,0
498,3794860839844;	715,25;	0,0;	0,0
498,4573974609375;	552,75;	0,0;	0,0
498,5353088378906;	414,0;	0,0;	0,0
498,6131896972656;	380,75;	0,0;	0,0
498,6910705566406;	421,25;	0,0;	0,0
498,7688903808594;	412,5;	0,0;	0,0
498,84674072265625;	444,25;	0,0;	0,0
498,924560546875;	400,5;	0,0;	0,0
499,0024108886719;	464,75;	0,0;	0,0
499,0802307128906;	385,5;	0,0;	0,0
499,1579895019531;	392,25;	0,0;	0,0
499,23577880859375;	469,5;	0,0;	0,0
499,3135681152344;	442,25;	0,0;	0,0
499,3913269042969;	378,25;	0,0;	0,0
499,4690856933594;	354,25;	0,0;	0,0
499,5467834472656;	356,0;	0,0;	0,0
499,6245422363281;	355,25;	0,0;	0,0
499,7022399902344;	355,5;	0,0;	0,0
499,7799377441406;	375,5;	0,0;	0,0
499,8576354980469;	393,0;	0,0;	0,0
499,935302734375;	522,5;	0,0;	0,0
500,0129699707031;	845,5;	0,0;	0,0
500,090576171875;	737,75;	0,0;	0,0
500,1682434082031;	472,75;	0,0;	0,0
500,2458801269531;	467,0;	0,0;	0,0
500,323486328125;	605,25;	0,0;	0,0
500,40106201171875;	1153,25;	0,0;	0,0
500,47869873046875;	1274,25;	0,0;	0,0
500,5562744140625;	670,25;	0,0;	0,0
500,6337890625;	490,0;	0,0;	0,0
500,71136474609375;	394,5;	0,0;	0,0
500,7889099121094;	382,0;	0,0;	0,0
500,8664245605469;	404,0;	0,0;	0,0
500,9439392089844;	457,5;	0,0;	0,0
501,02142333984375;	665,0;	0,0;	0,0
501,09893798828125;	676,75;	0,0;	0,0
501,1764221191406;	403,0;	0,0;	0,0
501,25384521484375;	507,5;	0,0;	0,0
501,33135986328125;	648,75;	0,0;	0,0
501,40875244140625;	542,0;	0,0;	0,0
501,4862060546875;	399,25;	0,0;	0,0
501,5636291503906;	456,5;	0,0;	0,0
501,6410217285156;	616,75;	0,0;	0,0
501,7184143066406;	634,75;	0,0;	0,0
501,7957763671875;	423,0;	0,0;	0,0
501,8731384277344;	359,5;	0,0;	0,0
501,95050048828125;	402,25;	0,0;	0,0
502,0278625488281;	529,25;	0,0;	0,0
502,10516357421875;	529,25;	0,0;	0,0
502,1824951171875;	403,5;	0,0;	0,0
502,2597961425781;	382,75;	0,0;	0,0
502,33709716796875;	364,5;	0,0;	0,0
502,41436767578125;	401,0;	0,0;	0,0
502,4916687011719;	412,5;	0,0;	0,0
502,56890869140625;	507,75;	0,0;	0,0
