0.0	1.0
Integration time [ms]:	1.05
Averaging Nr. [scans]:1
Smoothing Nr. [pixels]:0
Data measured with spectrometer [name]:b'1703279U8'
Wave	;Sample	;Dark	;Reference	;Scope	
[nm]	;[counts]	;[counts]	;[counts]	
 
725,3621826171875;	358,0;	0,0;	0,0
725,4813842773438;	351,0;	0,0;	0,0
725,6005249023438;	351,25;	0,0;	0,0
725,7197265625;	367,5;	0,0;	0,0
725,8388671875;	366,75;	0,0;	0,0
725,9579467773438;	353,5;	0,0;	0,0
726,0770874023438;	377,5;	0,0;	0,0
726,1961669921875;	374,5;	0,0;	0,0
726,315185546875;	374,75;	0,0;	0,0
726,4342651367188;	371,25;	0,0;	0,0
726,5532836914062;	371,25;	0,0;	0,0
726,6723022460938;	366,25;	0,0;	0,0
726,7913208007812;	398,75;	0,0;	0,0
726,9102783203125;	372,25;	0,0;	0,0
727,0292358398438;	401,0;	0,0;	0,0
727,148193359375;	363,5;	0,0;	0,0
727,26708984375;	370,5;	0,0;	0,0
727,385986328125;	375,25;	0,0;	0,0
727,5048828125;	363,0;	0,0;	0,0
727,6237182617188;	370,5;	0,0;	0,0
727,7426147460938;	394,75;	0,0;	0,0
727,8614501953125;	381,25;	0,0;	0,0
727,9801635742188;	411,0;	0,0;	0,0
728,0989379882812;	369,5;	0,0;	0,0
728,2177124023438;	347,25;	0,0;	0,0
728,3364868164062;	367,25;	0,0;	0,0
728,4552612304688;	350,0;	0,0;	0,0
728,573974609375;	393,0;	0,0;	0,0
728,6926879882812;	384,75;	0,0;	0,0
728,8113403320312;	384,5;	0,0;	0,0
728,9299926757812;	362,5;	0,0;	0,0
729,0486450195312;	380,0;	0,0;	0,0
729,1672973632812;	394,0;	0,0;	0,0
729,285888671875;	412,25;	0,0;	0,0
729,4044799804688;	384,25;	0,0;	0,0
729,5230712890625;	376,75;	0,0;	0,0
729,6416625976562;	376,5;	0,0;	0,0
729,7601928710938;	375,5;	0,0;	0,0
729,8787231445312;	388,0;	0,0;	0,0
729,9971313476562;	390,5;	0,0;	0,0
730,1156005859375;	396,25;	0,0;	0,0
730,2340698242188;	373,75;	0,0;	0,0
730,3525390625;	358,25;	0,0;	0,0
730,470947265625;	379,5;	0,0;	0,0
730,58935546875;	387,25;	0,0;	0,0
730,707763671875;	425,5;	0,0;	0,0
730,826171875;	410,75;	0,0;	0,0
730,9445190429688;	398,5;	0,0;	0,0
731,0628662109375;	403,25;	0,0;	0,0
731,18115234375;	369,5;	0,0;	0,0
731,2994995117188;	366,25;	0,0;	0,0
731,4177856445312;	360,25;	0,0;	0,0
731,5360107421875;	408,25;	0,0;	0,0
731,654296875;	381,0;	0,0;	0,0
731,7725219726562;	383,25;	0,0;	0,0
731,8906860351562;	379,0;	0,0;	0,0
732,0088500976562;	392,5;	0,0;	0,0
732,1270141601562;	386,0;	0,0;	0,0
732,2451782226562;	397,0;	0,0;	0,0
732,3633422851562;	407,0;	0,0;	0,0
732,4814453125;	454,0;	0,0;	0,0
732,5995483398438;	466,75;	0,0;	0,0
732,7176513671875;	371,0;	0,0;	0,0
