0.0	1.0
Integration time [ms]:	1.05
Averaging Nr. [scans]:1
Smoothing Nr. [pixels]:0
Data measured with spectrometer [name]:b'1703278U8'
Wave	;Sample	;Dark	;Reference	;Scope	
[nm]	;[counts]	;[counts]	;[counts]	
 
619,9722900390625;	393,75;	0,0;	0,0
620,0406494140625;	392,0;	0,0;	0,0
620,1089477539062;	390,25;	0,0;	0,0
620,17724609375;	391,25;	0,0;	0,0
620,2455444335938;	404,5;	0,0;	0,0
620,3137817382812;	411,25;	0,0;	0,0
620,382080078125;	393,0;	0,0;	0,0
620,4503173828125;	415,0;	0,0;	0,0
620,5185546875;	440,5;	0,0;	0,0
620,5867919921875;	437,75;	0,0;	0,0
620,6549072265625;	444,0;	0,0;	0,0
620,72314453125;	442,0;	0,0;	0,0
620,7913208007812;	442,5;	0,0;	0,0
620,8594360351562;	418,75;	0,0;	0,0
620,9276123046875;	428,75;	0,0;	0,0
620,9957885742188;	436,0;	0,0;	0,0
621,0638427734375;	422,0;	0,0;	0,0
621,1319580078125;	449,75;	0,0;	0,0
621,2000732421875;	436,25;	0,0;	0,0
621,2681274414062;	417,25;	0,0;	0,0
621,336181640625;	432,5;	0,0;	0,0
621,404296875;	469,5;	0,0;	0,0
621,4722900390625;	454,75;	0,0;	0,0
621,540283203125;	464,0;	0,0;	0,0
621,6083374023438;	471,5;	0,0;	0,0
621,67626953125;	425,25;	0,0;	0,0
621,7442626953125;	479,25;	0,0;	0,0
621,812255859375;	492,75;	0,0;	0,0
621,8801879882812;	503,5;	0,0;	0,0
621,9481201171875;	512,25;	0,0;	0,0
622,0159912109375;	495,0;	0,0;	0,0
622,0839233398438;	508,0;	0,0;	0,0
622,15185546875;	504,75;	0,0;	0,0
622,2196655273438;	475,25;	0,0;	0,0
622,2875366210938;	498,5;	0,0;	0,0
622,3554077148438;	546,0;	0,0;	0,0
622,4232177734375;	499,0;	0,0;	0,0
622,4910278320312;	526,25;	0,0;	0,0
622,5588989257812;	536,0;	0,0;	0,0
622,6266479492188;	589,75;	0,0;	0,0
622,6943969726562;	531,5;	0,0;	0,0
622,76220703125;	507,5;	0,0;	0,0
