-0.5	1.0
Integration time [ms]:	1.05
Averaging Nr. [scans]:1
Smoothing Nr. [pixels]:0
Data measured with spectrometer [name]:b'1703274U8'
Wave	;Sample	;Dark	;Reference	;Scope	
[nm]	;[counts]	;[counts]	;[counts]	
 
309,952880859375;	150,5;	0,0;	0,0
309,98712158203125;	324,0;	0,0;	0,0
310,0213928222656;	294,5;	0,0;	0,0
310,05560302734375;	258,25;	0,0;	0,0
310,0898132324219;	205,0;	0,0;	0,0
310,1240539550781;	108,25;	0,0;	0,0
310,15826416015625;	123,5;	0,0;	0,0
310,19244384765625;	113,25;	0,0;	0,0
310,2266845703125;	111,5;	0,0;	0,0
310,2608642578125;	107,5;	0,0;	0,0
310,2950439453125;	103,0;	0,0;	0,0
310,3292236328125;	115,25;	0,0;	0,0
310,3633728027344;	126,0;	0,0;	0,0
310,3975524902344;	112,25;	0,0;	0,0
310,43170166015625;	98,25;	0,0;	0,0
310,4658508300781;	106,0;	0,0;	0,0
310,5;	110,5;	0,0;	0,0
310,5341491699219;	106,0;	0,0;	0,0
310,5682678222656;	116,0;	0,0;	0,0
310,6023864746094;	108,5;	0,0;	0,0
310,6365051269531;	115,0;	0,0;	0,0
310,67059326171875;	105,75;	0,0;	0,0
310,7046813964844;	82,0;	0,0;	0,0
310,7388000488281;	110,0;	0,0;	0,0
310,77288818359375;	91,25;	0,0;	0,0
310,80694580078125;	90,0;	0,0;	0,0
310,8410339355469;	98,75;	0,0;	0,0
310,8750915527344;	107,0;	0,0;	0,0
310,9091491699219;	113,0;	0,0;	0,0
310,9432067871094;	99,5;	0,0;	0,0
310,9772644042969;	100,0;	0,0;	0,0
311,01129150390625;	109,75;	0,0;	0,0
311,0452880859375;	105,5;	0,0;	0,0
311,079345703125;	113,0;	0,0;	0,0
311,11334228515625;	101,25;	0,0;	0,0
311,1473388671875;	86,5;	0,0;	0,0
311,1813659667969;	119,75;	0,0;	0,0
311,2153625488281;	111,75;	0,0;	0,0
311,24932861328125;	105,0;	0,0;	0,0
311,2833251953125;	98,5;	0,0;	0,0
311,3172912597656;	93,75;	0,0;	0,0
311,35125732421875;	103,75;	0,0;	0,0
311,3852233886719;	104,75;	0,0;	0,0
311,419189453125;	119,0;	0,0;	0,0
311,453125;	112,25;	0,0;	0,0
311,487060546875;	112,75;	0,0;	0,0
311,5209655761719;	100,25;	0,0;	0,0
311,55487060546875;	120,75;	0,0;	0,0
311,58880615234375;	113,0;	0,0;	0,0
311,6227111816406;	125,5;	0,0;	0,0
311,6566162109375;	131,75;	0,0;	0,0
311,6905212402344;	123,5;	0,0;	0,0
311,72442626953125;	110,75;	0,0;	0,0
311,75830078125;	114,0;	0,0;	0,0
311,79217529296875;	127,75;	0,0;	0,0
311,8260498046875;	104,75;	0,0;	0,0
311,8598937988281;	98,25;	0,0;	0,0
311,8937683105469;	113,75;	0,0;	0,0
311,9276123046875;	105,0;	0,0;	0,0
311,96142578125;	108,25;	0,0;	0,0
311,99530029296875;	111,25;	0,0;	0,0
312,02911376953125;	139,5;	0,0;	0,0
312,06292724609375;	113,75;	0,0;	0,0
312,09674072265625;	101,0;	0,0;	0,0
312,13055419921875;	100,5;	0,0;	0,0
312,164306640625;	120,0;	0,0;	0,0
312,1981201171875;	99,25;	0,0;	0,0
312,2319030761719;	88,75;	0,0;	0,0
312,2656555175781;	101,5;	0,0;	0,0
312,2994384765625;	89,25;	0,0;	0,0
312,33319091796875;	120,0;	0,0;	0,0
312,366943359375;	101,0;	0,0;	0,0
312,4007263183594;	99,75;	0,0;	0,0
312,4344482421875;	114,25;	0,0;	0,0
312,4681701660156;	119,5;	0,0;	0,0
312,5019226074219;	114,0;	0,0;	0,0
312,53564453125;	152,5;	0,0;	0,0
312,5693054199219;	163,75;	0,0;	0,0
312,6030578613281;	141,5;	0,0;	0,0
312,6367492675781;	137,75;	0,0;	0,0
312,67041015625;	101,0;	0,0;	0,0
312,7041320800781;	97,75;	0,0;	0,0
312,73779296875;	85,25;	0,0;	0,0
312,7714538574219;	109,25;	0,0;	0,0
312,8051452636719;	94,25;	0,0;	0,0
312,83880615234375;	102,5;	0,0;	0,0
312,8724060058594;	97,75;	0,0;	0,0
312,90606689453125;	94,0;	0,0;	0,0
312,939697265625;	122,5;	0,0;	0,0
312,97332763671875;	86,5;	0,0;	0,0
313,0069580078125;	84,25;	0,0;	0,0
313,0405578613281;	102,75;	0,0;	0,0
313,07415771484375;	99,0;	0,0;	0,0
313,10772705078125;	114,25;	0,0;	0,0
313,141357421875;	111,25;	0,0;	0,0
313,1749267578125;	126,5;	0,0;	0,0
313,20849609375;	103,25;	0,0;	0,0
313,2420959472656;	121,0;	0,0;	0,0
313,275634765625;	126,0;	0,0;	0,0
313,3092041015625;	115,5;	0,0;	0,0
313,3427429199219;	121,25;	0,0;	0,0
313,37628173828125;	140,5;	0,0;	0,0
313,4098205566406;	146,0;	0,0;	0,0
313,443359375;	111,5;	0,0;	0,0
313,47686767578125;	112,25;	0,0;	0,0
313,5103454589844;	117,5;	0,0;	0,0
313,54388427734375;	124,25;	0,0;	0,0
313,577392578125;	94,0;	0,0;	0,0
313,6108703613281;	110,25;	0,0;	0,0
313,6443786621094;	117,5;	0,0;	0,0
313,6778564453125;	112,75;	0,0;	0,0
313,7113037109375;	98,5;	0,0;	0,0
313,7447814941406;	93,5;	0,0;	0,0
313,7782287597656;	99,5;	0,0;	0,0
313,8116760253906;	105,25;	0,0;	0,0
313,8451232910156;	86,75;	0,0;	0,0
313,8785400390625;	97,25;	0,0;	0,0
313,9119567871094;	123,25;	0,0;	0,0
313,9454040527344;	89,75;	0,0;	0,0
313,97882080078125;	111,5;	0,0;	0,0
314,01220703125;	104,25;	0,0;	0,0
314,0456237792969;	95,0;	0,0;	0,0
314,0790100097656;	117,5;	0,0;	0,0
314,1123962402344;	103,25;	0,0;	0,0
314,1457824707031;	102,25;	0,0;	0,0
314,17913818359375;	92,0;	0,0;	0,0
314,2124938964844;	102,0;	0,0;	0,0
314,245849609375;	133,25;	0,0;	0,0
314,2792053222656;	111,0;	0,0;	0,0
314,31256103515625;	120,5;	0,0;	0,0
314,3459167480469;	101,0;	0,0;	0,0
314,37921142578125;	121,0;	0,0;	0,0
314,41253662109375;	135,0;	0,0;	0,0
314,44586181640625;	111,0;	0,0;	0,0
314,4791564941406;	108,75;	0,0;	0,0
314,512451171875;	100,5;	0,0;	0,0
