-0.5	1.0
Integration time [ms]:	1.05
Averaging Nr. [scans]:1
Smoothing Nr. [pixels]:0
Data measured with spectrometer [name]:b'1703277U8'
Wave	;Sample	;Dark	;Reference	;Scope	
[nm]	;[counts]	;[counts]	;[counts]	
 
493,2108154296875;	422,5;	0,0;	0,0
493,2895202636719;	400,25;	0,0;	0,0
493,36822509765625;	298,75;	0,0;	0,0
493,4468994140625;	310,75;	0,0;	0,0
493,52557373046875;	329,25;	0,0;	0,0
493,6042175292969;	360,25;	0,0;	0,0
493,6828918457031;	439,0;	0,0;	0,0
493,7615051269531;	508,75;	0,0;	0,0
493,8401184082031;	369,75;	0,0;	0,0
493,9187316894531;	316,0;	0,0;	0,0
493,9973449707031;	302,0;	0,0;	0,0
494,075927734375;	293,5;	0,0;	0,0
494,1545104980469;	319,75;	0,0;	0,0
494,2330627441406;	284,25;	0,0;	0,0
494,3116149902344;	297,5;	0,0;	0,0
494,3901672363281;	314,0;	0,0;	0,0
494,4686584472656;	335,25;	0,0;	0,0
494,5472106933594;	325,25;	0,0;	0,0
494,6257019042969;	301,5;	0,0;	0,0
494,7041931152344;	300,75;	0,0;	0,0
494,78265380859375;	313,0;	0,0;	0,0
494,86114501953125;	343,5;	0,0;	0,0
494,9395751953125;	324,5;	0,0;	0,0
495,0180358886719;	332,25;	0,0;	0,0
495,096435546875;	336,75;	0,0;	0,0
495,1748962402344;	360,5;	0,0;	0,0
495,2532653808594;	345,75;	0,0;	0,0
495,3316650390625;	404,25;	0,0;	0,0
495,4100341796875;	618,0;	0,0;	0,0
495,4884338378906;	1541,25;	0,0;	0,0
495,5667724609375;	4424,25;	0,0;	0,0
495,6451110839844;	4591,75;	0,0;	0,0
495,72344970703125;	980,0;	0,0;	0,0
495,8017883300781;	441,5;	0,0;	0,0
495,8800964355469;	371,0;	0,0;	0,0
495,9583435058594;	341,5;	0,0;	0,0
496,0366516113281;	363,75;	0,0;	0,0
496,11492919921875;	344,0;	0,0;	0,0
496,19317626953125;	318,75;	0,0;	0,0
496,27142333984375;	346,0;	0,0;	0,0
496,34967041015625;	373,25;	0,0;	0,0
496,4278869628906;	504,25;	0,0;	0,0
496,506103515625;	501,5;	0,0;	0,0
496,58428955078125;	377,75;	0,0;	0,0
496,6625061035156;	413,5;	0,0;	0,0
496,74066162109375;	321,5;	0,0;	0,0
496,8188171386719;	366,5;	0,0;	0,0
496,89697265625;	413,75;	0,0;	0,0
496,9751281738281;	318,25;	0,0;	0,0
497,0532531738281;	368,25;	0,0;	0,0
497,1313171386719;	378,25;	0,0;	0,0
497,2094421386719;	414,25;	0,0;	0,0
497,28753662109375;	341,75;	0,0;	0,0
497,3656005859375;	336,0;	0,0;	0,0
497,44366455078125;	334,5;	0,0;	0,0
497,521728515625;	338,0;	0,0;	0,0
497,59979248046875;	364,0;	0,0;	0,0
497,67779541015625;	423,25;	0,0;	0,0
497,7558288574219;	419,5;	0,0;	0,0
497,83380126953125;	379,75;	0,0;	0,0
497,91180419921875;	416,5;	0,0;	0,0
497,9897766113281;	512,0;	0,0;	0,0
498,0677490234375;	739,5;	0,0;	0,0
498,1457214355469;	911,25;	0,0;	0,0
498,2236633300781;	825,25;	0,0;	0,0
498,30157470703125;	688,25;	0,0;	0,0
498,3794860839844;	713,0;	0,0;	0,0
498,4573974609375;	549,75;	0,0;	0,0
498,5353088378906;	358,5;	0,0;	0,0
498,6131896972656;	387,5;	0,0;	0,0
498,6910705566406;	396,0;	0,0;	0,0
498,7688903808594;	412,0;	0,0;	0,0
498,84674072265625;	379,25;	0,0;	0,0
498,924560546875;	364,75;	0,0;	0,0
499,0024108886719;	429,25;	0,0;	0,0
499,0802307128906;	383,5;	0,0;	0,0
499,1579895019531;	365,0;	0,0;	0,0
499,23577880859375;	442,0;	0,0;	0,0
499,3135681152344;	425,75;	0,0;	0,0
499,3913269042969;	331,0;	0,0;	0,0
499,4690856933594;	312,25;	0,0;	0,0
499,5467834472656;	316,0;	0,0;	0,0
499,6245422363281;	309,0;	0,0;	0,0
499,7022399902344;	339,25;	0,0;	0,0
499,7799377441406;	361,5;	0,0;	0,0
499,8576354980469;	392,0;	0,0;	0,0
499,935302734375;	478,5;	0,0;	0,0
500,0129699707031;	764,0;	0,0;	0,0
500,090576171875;	726,5;	0,0;	0,0
500,1682434082031;	456,25;	0,0;	0,0
500,2458801269531;	458,0;	0,0;	0,0
500,323486328125;	578,25;	0,0;	0,0
500,40106201171875;	1186,0;	0,0;	0,0
500,47869873046875;	1343,25;	0,0;	0,0
500,5562744140625;	661,0;	0,0;	0,0
500,6337890625;	484,0;	0,0;	0,0
500,71136474609375;	396,5;	0,0;	0,0
500,7889099121094;	367,0;	0,0;	0,0
500,8664245605469;	343,0;	0,0;	0,0
500,9439392089844;	426,5;	0,0;	0,0
501,02142333984375;	666,5;	0,0;	0,0
501,09893798828125;	622,75;	0,0;	0,0
501,1764221191406;	384,5;	0,0;	0,0
501,25384521484375;	446,0;	0,0;	0,0
501,33135986328125;	632,75;	0,0;	0,0
501,40875244140625;	536,75;	0,0;	0,0
501,4862060546875;	372,25;	0,0;	0,0
501,5636291503906;	443,75;	0,0;	0,0
501,6410217285156;	562,0;	0,0;	0,0
501,7184143066406;	616,25;	0,0;	0,0
501,7957763671875;	400,25;	0,0;	0,0
501,8731384277344;	351,0;	0,0;	0,0
501,95050048828125;	391,75;	0,0;	0,0
502,0278625488281;	448,0;	0,0;	0,0
502,10516357421875;	494,5;	0,0;	0,0
502,1824951171875;	386,5;	0,0;	0,0
502,2597961425781;	356,5;	0,0;	0,0
502,33709716796875;	332,75;	0,0;	0,0
502,41436767578125;	360,0;	0,0;	0,0
502,4916687011719;	417,75;	0,0;	0,0
502,56890869140625;	496,75;	0,0;	0,0
502,6461486816406;	476,75;	0,0;	0,0
502,7233581542969;	408,25;	0,0;	0,0
502,8006286621094;	339,0;	0,0;	0,0
502,8778076171875;	338,75;	0,0;	0,0
502,9549865722656;	326,25;	0,0;	0,0
503,03216552734375;	330,75;	0,0;	0,0
503,1093444824219;	323,5;	0,0;	0,0
503,1865234375;	343,5;	0,0;	0,0
503,2636413574219;	311,75;	0,0;	0,0
503,34075927734375;	327,0;	0,0;	0,0
503,41790771484375;	315,75;	0,0;	0,0
503,4949951171875;	337,25;	0,0;	0,0
503,57208251953125;	319,75;	0,0;	0,0
503,6492004394531;	350,25;	0,0;	0,0
503,72625732421875;	355,5;	0,0;	0,0
503,8033142089844;	383,25;	0,0;	0,0
503,88037109375;	527,5;	0,0;	0,0
503,9573974609375;	707,25;	0,0;	0,0
504,034423828125;	661,5;	0,0;	0,0
504,1114196777344;	391,25;	0,0;	0,0
