-0.5	0.0
Integration time [ms]:	1.05
Averaging Nr. [scans]:1
Smoothing Nr. [pixels]:0
Data measured with spectrometer [name]:b'1703273U8'
Wave	;Sample	;Dark	;Reference	;Scope	
[nm]	;[counts]	;[counts]	;[counts]	
 
250,49510192871094;	151,5;	0,0;	0,0
250,5340576171875;	148,25;	0,0;	0,0
250,572998046875;	151,25;	0,0;	0,0
250,61192321777344;	155,75;	0,0;	0,0
250,65086364746094;	140,5;	0,0;	0,0
250,68978881835938;	140,75;	0,0;	0,0
250,7287139892578;	156,0;	0,0;	0,0
250,7676239013672;	165,5;	0,0;	0,0
250,80653381347656;	161,75;	0,0;	0,0
250,8454132080078;	164,75;	0,0;	0,0
250,8843231201172;	159,25;	0,0;	0,0
250,92320251464844;	156,0;	0,0;	0,0
250,96209716796875;	160,25;	0,0;	0,0
251,00096130371094;	179,25;	0,0;	0,0
251,0398406982422;	276,75;	0,0;	0,0
251,0786895751953;	255,0;	0,0;	0,0
251,1175537109375;	315,5;	0,0;	0,0
251,15640258789062;	367,5;	0,0;	0,0
251,19525146484375;	266,5;	0,0;	0,0
251,2340850830078;	188,25;	0,0;	0,0
251,2729034423828;	180,0;	0,0;	0,0
251,31173706054688;	195,25;	0,0;	0,0
251,35055541992188;	183,75;	0,0;	0,0
251,38937377929688;	294,25;	0,0;	0,0
251,4281768798828;	264,5;	0,0;	0,0
251,46697998046875;	201,5;	0,0;	0,0
251,50576782226562;	186,0;	0,0;	0,0
251,5445556640625;	224,25;	0,0;	0,0
251,58334350585938;	217,0;	0,0;	0,0
251,6221160888672;	203,75;	0,0;	0,0
251,660888671875;	259,75;	0,0;	0,0
251,6996612548828;	301,0;	0,0;	0,0
251,7384033203125;	422,0;	0,0;	0,0
251,7771453857422;	534,0;	0,0;	0,0
251,81590270996094;	319,25;	0,0;	0,0
251,85462951660156;	389,75;	0,0;	0,0
251,8933563232422;	307,0;	0,0;	0,0
251,93206787109375;	236,5;	0,0;	0,0
251,97079467773438;	213,0;	0,0;	0,0
252,00950622558594;	226,5;	0,0;	0,0
252,0482177734375;	300,25;	0,0;	0,0
252,0869140625;	359,0;	0,0;	0,0
252,1256103515625;	360,25;	0,0;	0,0
252,16429138183594;	417,0;	0,0;	0,0
252,20297241210938;	639,25;	0,0;	0,0
252,2416534423828;	1031,5;	0,0;	0,0
252,2803192138672;	681,0;	0,0;	0,0
252,31898498535156;	492,5;	0,0;	0,0
252,35765075683594;	468,5;	0,0;	0,0
252,3962860107422;	497,0;	0,0;	0,0
252,4349365234375;	442,25;	0,0;	0,0
252,4735565185547;	736,0;	0,0;	0,0
252,51219177246094;	766,25;	0,0;	0,0
252,5508270263672;	554,75;	0,0;	0,0
252,58944702148438;	699,0;	0,0;	0,0
252,62803649902344;	455,0;	0,0;	0,0
252,66665649414062;	647,5;	0,0;	0,0
252,70526123046875;	822,0;	0,0;	0,0
252,7438507080078;	487,75;	0,0;	0,0
252,78244018554688;	346,0;	0,0;	0,0
252,8209991455078;	455,0;	0,0;	0,0
252,8595733642578;	809,25;	0,0;	0,0
252,8981475830078;	1054,0;	0,0;	0,0
252,93670654296875;	765,75;	0,0;	0,0
252,97528076171875;	426,0;	0,0;	0,0
253,01382446289062;	287,5;	0,0;	0,0
253,05235290527344;	235,5;	0,0;	0,0
253,09088134765625;	221,0;	0,0;	0,0
253,12942504882812;	220,75;	0,0;	0,0
253,16795349121094;	237,0;	0,0;	0,0
253,2064666748047;	298,75;	0,0;	0,0
253,24497985839844;	315,75;	0,0;	0,0
253,28347778320312;	550,0;	0,0;	0,0
253,32196044921875;	812,25;	0,0;	0,0
253,36045837402344;	624,5;	0,0;	0,0
253,39895629882812;	603,25;	0,0;	0,0
253,43743896484375;	434,75;	0,0;	0,0
253,4759063720703;	468,5;	0,0;	0,0
253,5143585205078;	669,5;	0,0;	0,0
253,55282592773438;	473,75;	0,0;	0,0
253,59127807617188;	575,0;	0,0;	0,0
253,62974548339844;	983,25;	0,0;	0,0
253,66818237304688;	853,75;	0,0;	0,0
253,7065887451172;	450,25;	0,0;	0,0
253,74502563476562;	486,75;	0,0;	0,0
253,78346252441406;	641,0;	0,0;	0,0
253,82188415527344;	1068,5;	0,0;	0,0
253,8602752685547;	1269,25;	0,0;	0,0
253,89869689941406;	525,5;	0,0;	0,0
253,93707275390625;	323,75;	0,0;	0,0
253,9754638671875;	376,5;	0,0;	0,0
254,01385498046875;	519,25;	0,0;	0,0
254,05223083496094;	689,0;	0,0;	0,0
254,0906219482422;	535,75;	0,0;	0,0
254,1289520263672;	491,75;	0,0;	0,0
254,16732788085938;	601,25;	0,0;	0,0
254,2056884765625;	408,5;	0,0;	0,0
254,2440185546875;	398,5;	0,0;	0,0
254,28236389160156;	475,25;	0,0;	0,0
254,32070922851562;	570,75;	0,0;	0,0
254,3590087890625;	463,0;	0,0;	0,0
254,3973388671875;	383,75;	0,0;	0,0
254,4356689453125;	472,25;	0,0;	0,0
254,47396850585938;	526,0;	0,0;	0,0
254,5122833251953;	506,75;	0,0;	0,0
254,55056762695312;	595,5;	0,0;	0,0
254,58885192871094;	573,25;	0,0;	0,0
254,62713623046875;	502,0;	0,0;	0,0
254,6654052734375;	411,0;	0,0;	0,0
254,7036895751953;	312,25;	0,0;	0,0
254,741943359375;	353,25;	0,0;	0,0
254,7801971435547;	410,5;	0,0;	0,0
254,8184356689453;	601,0;	0,0;	0,0
254,856689453125;	664,0;	0,0;	0,0
254,8949432373047;	848,0;	0,0;	0,0
254,93316650390625;	834,5;	0,0;	0,0
254,97140502929688;	563,25;	0,0;	0,0
255,0095977783203;	461,5;	0,0;	0,0
255,04782104492188;	405,5;	0,0;	0,0
255,08602905273438;	285,5;	0,0;	0,0
255,12423706054688;	211,75;	0,0;	0,0
255,16241455078125;	194,5;	0,0;	0,0
255,20062255859375;	200,25;	0,0;	0,0
255,23878479003906;	210,25;	0,0;	0,0
255,27696228027344;	255,25;	0,0;	0,0
255,31512451171875;	186,75;	0,0;	0,0
255,35328674316406;	199,75;	0,0;	0,0
255,39144897460938;	208,0;	0,0;	0,0
255,42958068847656;	208,5;	0,0;	0,0
255,46774291992188;	229,0;	0,0;	0,0
255,50587463378906;	216,25;	0,0;	0,0
255,54400634765625;	199,75;	0,0;	0,0
255,58212280273438;	183,5;	0,0;	0,0
255,6202392578125;	199,25;	0,0;	0,0
255,65835571289062;	202,5;	0,0;	0,0
255,6964569091797;	200,5;	0,0;	0,0
255,7345428466797;	198,25;	0,0;	0,0
255,77264404296875;	202,25;	0,0;	0,0
255,81072998046875;	171,5;	0,0;	0,0
255,84881591796875;	206,25;	0,0;	0,0
255,8868865966797;	215,75;	0,0;	0,0
255,92494201660156;	270,0;	0,0;	0,0
255,96299743652344;	316,5;	0,0;	0,0
256,00103759765625;	304,75;	0,0;	0,0
256,0390930175781;	226,0;	0,0;	0,0
256,0771484375;	220,25;	0,0;	0,0
256,1152038574219;	334,0;	0,0;	0,0
256,1531982421875;	600,25;	0,0;	0,0
256,19122314453125;	1093,25;	0,0;	0,0
256,229248046875;	1163,5;	0,0;	0,0
256,2672424316406;	639,5;	0,0;	0,0
256,3052673339844;	921,0;	0,0;	0,0
256,3432312011719;	443,5;	0,0;	0,0
256,3812561035156;	237,5;	0,0;	0,0
256,4192199707031;	198,25;	0,0;	0,0
256,4571838378906;	191,75;	0,0;	0,0
256,49517822265625;	197,5;	0,0;	0,0
256,5331115722656;	217,75;	0,0;	0,0
256,57110595703125;	279,75;	0,0;	0,0
256,6090087890625;	370,0;	0,0;	0,0
256,64697265625;	495,75;	0,0;	0,0
256,6849060058594;	333,75;	0,0;	0,0
256,72283935546875;	201,25;	0,0;	0,0
256,76080322265625;	208,25;	0,0;	0,0
256,7986755371094;	227,0;	0,0;	0,0
256,83660888671875;	196,75;	0,0;	0,0
256,87451171875;	189,75;	0,0;	0,0
256,91241455078125;	200,0;	0,0;	0,0
256,9503173828125;	213,0;	0,0;	0,0
256,9881896972656;	268,5;	0,0;	0,0
257,02606201171875;	341,75;	0,0;	0,0
257,06396484375;	285,25;	0,0;	0,0
257,101806640625;	194,0;	0,0;	0,0
257,1396789550781;	176,5;	0,0;	0,0
257,1775207519531;	181,75;	0,0;	0,0
257,2153625488281;	197,75;	0,0;	0,0
257,2532043457031;	219,5;	0,0;	0,0
257,291015625;	237,5;	0,0;	0,0
