-0.5	0.5
Integration time [ms]:	1.05
Averaging Nr. [scans]:1
Smoothing Nr. [pixels]:0
Data measured with spectrometer [name]:b'1703276U8'
Wave	;Sample	;Dark	;Reference	;Scope	
[nm]	;[counts]	;[counts]	;[counts]	
 
400,41888427734375;	241,0;	0,0;	0,0
400,4754333496094;	308,5;	0,0;	0,0
400,5319519042969;	519,75;	0,0;	0,0
400,5885009765625;	850,75;	0,0;	0,0
400,6449890136719;	392,25;	0,0;	0,0
400,7015075683594;	293,0;	0,0;	0,0
400,75799560546875;	306,75;	0,0;	0,0
400,8144836425781;	267,25;	0,0;	0,0
400,8709716796875;	226,25;	0,0;	0,0
400,92742919921875;	244,0;	0,0;	0,0
400,98388671875;	272,5;	0,0;	0,0
401,04034423828125;	338,25;	0,0;	0,0
401,09674072265625;	253,5;	0,0;	0,0
401,1531677246094;	271,0;	0,0;	0,0
401,2095947265625;	258,5;	0,0;	0,0
401,2659912109375;	250,75;	0,0;	0,0
401,3223876953125;	258,0;	0,0;	0,0
401,3787841796875;	262,25;	0,0;	0,0
401,4351806640625;	269,0;	0,0;	0,0
401,4915466308594;	328,75;	0,0;	0,0
401,54791259765625;	297,25;	0,0;	0,0
401,604248046875;	241,0;	0,0;	0,0
401,66058349609375;	267,0;	0,0;	0,0
401,7169189453125;	253,5;	0,0;	0,0
401,77325439453125;	311,75;	0,0;	0,0
401,8295593261719;	284,0;	0,0;	0,0
401,8858642578125;	283,0;	0,0;	0,0
401,942138671875;	246,0;	0,0;	0,0
401,9984436035156;	258,75;	0,0;	0,0
402,0547180175781;	237,75;	0,0;	0,0
402,1109619140625;	234,5;	0,0;	0,0
402,1672058105469;	274,0;	0,0;	0,0
402,22344970703125;	374,0;	0,0;	0,0
402,2796936035156;	359,75;	0,0;	0,0
402,3359375;	250,25;	0,0;	0,0
402,39215087890625;	253,25;	0,0;	0,0
402,44830322265625;	269,0;	0,0;	0,0
402,5045166015625;	286,5;	0,0;	0,0
402,5606994628906;	314,75;	0,0;	0,0
402,6168518066406;	251,0;	0,0;	0,0
402,6730041503906;	257,0;	0,0;	0,0
402,7291564941406;	279,0;	0,0;	0,0
402,7853088378906;	237,75;	0,0;	0,0
402,8414611816406;	254,75;	0,0;	0,0
402,8975830078125;	255,0;	0,0;	0,0
402,9537048339844;	277,0;	0,0;	0,0
403,0097961425781;	322,0;	0,0;	0,0
403,0658874511719;	513,75;	0,0;	0,0
403,1219787597656;	899,25;	0,0;	0,0
403,1780700683594;	510,0;	0,0;	0,0
403,234130859375;	342,0;	0,0;	0,0
403,2901916503906;	398,0;	0,0;	0,0
403,34625244140625;	717,25;	0,0;	0,0
403,40228271484375;	506,0;	0,0;	0,0
403,45831298828125;	394,0;	0,0;	0,0
403,51434326171875;	539,5;	0,0;	0,0
403,5703430175781;	319,5;	0,0;	0,0
403,6263122558594;	292,5;	0,0;	0,0
403,68231201171875;	263,0;	0,0;	0,0
403,7383117675781;	258,0;	0,0;	0,0
403,79425048828125;	262,25;	0,0;	0,0
403,8501892089844;	263,75;	0,0;	0,0
403,9061584472656;	249,25;	0,0;	0,0
403,96209716796875;	266,0;	0,0;	0,0
404,0180358886719;	273,0;	0,0;	0,0
404,0739440917969;	291,0;	0,0;	0,0
404,1298828125;	312,75;	0,0;	0,0
404,1857604980469;	344,0;	0,0;	0,0
404,24163818359375;	308,0;	0,0;	0,0
404,2975158691406;	279,0;	0,0;	0,0
404,3533935546875;	329,5;	0,0;	0,0
404,4092712402344;	449,75;	0,0;	0,0
404,4651184082031;	703,0;	0,0;	0,0
404,5209655761719;	819,5;	0,0;	0,0
