-0.5	0.5
Integration time [ms]:	1.05
Averaging Nr. [scans]:1
Smoothing Nr. [pixels]:0
Data measured with spectrometer [name]:b'1703274U8'
Wave	;Sample	;Dark	;Reference	;Scope	
[nm]	;[counts]	;[counts]	;[counts]	
 
309,952880859375;	165,0;	0,0;	0,0
309,98712158203125;	290,25;	0,0;	0,0
310,0213928222656;	282,0;	0,0;	0,0
310,05560302734375;	247,5;	0,0;	0,0
310,0898132324219;	200,25;	0,0;	0,0
310,1240539550781;	125,5;	0,0;	0,0
310,15826416015625;	119,5;	0,0;	0,0
310,19244384765625;	118,5;	0,0;	0,0
310,2266845703125;	101,25;	0,0;	0,0
310,2608642578125;	96,0;	0,0;	0,0
310,2950439453125;	120,75;	0,0;	0,0
310,3292236328125;	114,75;	0,0;	0,0
310,3633728027344;	85,25;	0,0;	0,0
310,3975524902344;	120,5;	0,0;	0,0
310,43170166015625;	105,0;	0,0;	0,0
310,4658508300781;	97,75;	0,0;	0,0
310,5;	94,75;	0,0;	0,0
310,5341491699219;	106,0;	0,0;	0,0
310,5682678222656;	113,75;	0,0;	0,0
310,6023864746094;	109,0;	0,0;	0,0
310,6365051269531;	122,75;	0,0;	0,0
310,67059326171875;	106,75;	0,0;	0,0
310,7046813964844;	84,5;	0,0;	0,0
310,7388000488281;	114,75;	0,0;	0,0
310,77288818359375;	117,0;	0,0;	0,0
310,80694580078125;	105,25;	0,0;	0,0
310,8410339355469;	101,75;	0,0;	0,0
310,8750915527344;	102,25;	0,0;	0,0
310,9091491699219;	91,75;	0,0;	0,0
310,9432067871094;	122,0;	0,0;	0,0
310,9772644042969;	117,0;	0,0;	0,0
311,01129150390625;	145,25;	0,0;	0,0
311,0452880859375;	104,5;	0,0;	0,0
311,079345703125;	113,25;	0,0;	0,0
311,11334228515625;	121,5;	0,0;	0,0
311,1473388671875;	97,5;	0,0;	0,0
311,1813659667969;	133,0;	0,0;	0,0
311,2153625488281;	114,25;	0,0;	0,0
311,24932861328125;	106,5;	0,0;	0,0
311,2833251953125;	111,75;	0,0;	0,0
311,3172912597656;	110,75;	0,0;	0,0
311,35125732421875;	117,0;	0,0;	0,0
311,3852233886719;	89,0;	0,0;	0,0
311,419189453125;	115,75;	0,0;	0,0
311,453125;	99,25;	0,0;	0,0
311,487060546875;	107,75;	0,0;	0,0
311,5209655761719;	125,0;	0,0;	0,0
311,55487060546875;	97,0;	0,0;	0,0
311,58880615234375;	115,75;	0,0;	0,0
311,6227111816406;	132,5;	0,0;	0,0
311,6566162109375;	131,25;	0,0;	0,0
311,6905212402344;	114,0;	0,0;	0,0
311,72442626953125;	108,5;	0,0;	0,0
311,75830078125;	98,25;	0,0;	0,0
311,79217529296875;	102,25;	0,0;	0,0
311,8260498046875;	106,5;	0,0;	0,0
311,8598937988281;	107,0;	0,0;	0,0
311,8937683105469;	111,75;	0,0;	0,0
311,9276123046875;	125,5;	0,0;	0,0
311,96142578125;	115,0;	0,0;	0,0
311,99530029296875;	106,75;	0,0;	0,0
312,02911376953125;	132,0;	0,0;	0,0
312,06292724609375;	111,25;	0,0;	0,0
312,09674072265625;	117,25;	0,0;	0,0
312,13055419921875;	105,0;	0,0;	0,0
312,164306640625;	98,75;	0,0;	0,0
312,1981201171875;	115,5;	0,0;	0,0
312,2319030761719;	97,0;	0,0;	0,0
312,2656555175781;	115,0;	0,0;	0,0
312,2994384765625;	106,5;	0,0;	0,0
312,33319091796875;	121,75;	0,0;	0,0
312,366943359375;	121,25;	0,0;	0,0
312,4007263183594;	98,5;	0,0;	0,0
312,4344482421875;	108,0;	0,0;	0,0
312,4681701660156;	123,75;	0,0;	0,0
312,5019226074219;	128,75;	0,0;	0,0
312,53564453125;	148,5;	0,0;	0,0
312,5693054199219;	189,75;	0,0;	0,0
312,6030578613281;	122,5;	0,0;	0,0
312,6367492675781;	115,25;	0,0;	0,0
312,67041015625;	135,75;	0,0;	0,0
312,7041320800781;	92,75;	0,0;	0,0
312,73779296875;	98,75;	0,0;	0,0
312,7714538574219;	106,25;	0,0;	0,0
312,8051452636719;	121,5;	0,0;	0,0
312,83880615234375;	102,25;	0,0;	0,0
312,8724060058594;	126,75;	0,0;	0,0
312,90606689453125;	119,25;	0,0;	0,0
312,939697265625;	109,0;	0,0;	0,0
312,97332763671875;	121,75;	0,0;	0,0
313,0069580078125;	97,0;	0,0;	0,0
313,0405578613281;	96,75;	0,0;	0,0
313,07415771484375;	102,0;	0,0;	0,0
313,10772705078125;	99,5;	0,0;	0,0
313,141357421875;	112,75;	0,0;	0,0
313,1749267578125;	117,0;	0,0;	0,0
313,20849609375;	125,25;	0,0;	0,0
313,2420959472656;	133,5;	0,0;	0,0
313,275634765625;	126,25;	0,0;	0,0
313,3092041015625;	94,75;	0,0;	0,0
313,3427429199219;	104,5;	0,0;	0,0
313,37628173828125;	131,0;	0,0;	0,0
313,4098205566406;	146,75;	0,0;	0,0
313,443359375;	128,5;	0,0;	0,0
313,47686767578125;	115,25;	0,0;	0,0
313,5103454589844;	114,25;	0,0;	0,0
313,54388427734375;	120,5;	0,0;	0,0
313,577392578125;	102,25;	0,0;	0,0
313,6108703613281;	120,25;	0,0;	0,0
313,6443786621094;	95,0;	0,0;	0,0
313,6778564453125;	113,5;	0,0;	0,0
313,7113037109375;	114,75;	0,0;	0,0
313,7447814941406;	112,5;	0,0;	0,0
313,7782287597656;	112,0;	0,0;	0,0
313,8116760253906;	112,0;	0,0;	0,0
313,8451232910156;	114,25;	0,0;	0,0
313,8785400390625;	117,75;	0,0;	0,0
313,9119567871094;	116,75;	0,0;	0,0
313,9454040527344;	134,0;	0,0;	0,0
313,97882080078125;	107,5;	0,0;	0,0
314,01220703125;	95,5;	0,0;	0,0
314,0456237792969;	114,25;	0,0;	0,0
314,0790100097656;	105,75;	0,0;	0,0
314,1123962402344;	91,5;	0,0;	0,0
314,1457824707031;	107,75;	0,0;	0,0
314,17913818359375;	116,75;	0,0;	0,0
314,2124938964844;	122,5;	0,0;	0,0
314,245849609375;	118,25;	0,0;	0,0
314,2792053222656;	106,75;	0,0;	0,0
314,31256103515625;	116,75;	0,0;	0,0
314,3459167480469;	111,75;	0,0;	0,0
314,37921142578125;	120,25;	0,0;	0,0
314,41253662109375;	130,0;	0,0;	0,0
314,44586181640625;	109,25;	0,0;	0,0
314,4791564941406;	101,25;	0,0;	0,0
314,512451171875;	122,25;	0,0;	0,0
314,5457763671875;	117,0;	0,0;	0,0
314,57904052734375;	112,0;	0,0;	0,0
314,6123046875;	112,0;	0,0;	0,0
314,6455993652344;	108,0;	0,0;	0,0
314,6788635253906;	114,5;	0,0;	0,0
314,71209716796875;	111,5;	0,0;	0,0
314,745361328125;	117,5;	0,0;	0,0
314,7785949707031;	111,5;	0,0;	0,0
314,8117980957031;	124,5;	0,0;	0,0
314,8450622558594;	103,75;	0,0;	0,0
314,8782653808594;	118,25;	0,0;	0,0
314,9114685058594;	101,75;	0,0;	0,0
314,9447021484375;	105,75;	0,0;	0,0
314,9778747558594;	111,25;	0,0;	0,0
315,0110778808594;	108,75;	0,0;	0,0
315,0442810058594;	124,5;	0,0;	0,0
315,07745361328125;	116,25;	0,0;	0,0
315,1106262207031;	159,25;	0,0;	0,0
315,14373779296875;	131,0;	0,0;	0,0
315,17694091796875;	101,25;	0,0;	0,0
315,2100830078125;	111,75;	0,0;	0,0
315,2431945800781;	109,5;	0,0;	0,0
315,2763671875;	111,5;	0,0;	0,0
315,3094787597656;	133,5;	0,0;	0,0
315,34259033203125;	132,5;	0,0;	0,0
315,3757019042969;	144,75;	0,0;	0,0
315,4088134765625;	163,25;	0,0;	0,0
315,4419250488281;	151,25;	0,0;	0,0
315,4750061035156;	117,25;	0,0;	0,0
315,5080871582031;	126,75;	0,0;	0,0
315,5411376953125;	102,75;	0,0;	0,0
315,5742492675781;	108,5;	0,0;	0,0
315,6072998046875;	131,0;	0,0;	0,0
315,6403503417969;	137,5;	0,0;	0,0
315,67340087890625;	139,75;	0,0;	0,0
315,7064514160156;	140,75;	0,0;	0,0
315,7394714355469;	113,75;	0,0;	0,0
315,77252197265625;	123,5;	0,0;	0,0
315,8055114746094;	136,75;	0,0;	0,0
315,8385314941406;	147,25;	0,0;	0,0
315,8715515136719;	189,25;	0,0;	0,0
315,904541015625;	164,75;	0,0;	0,0
315,9375305175781;	146,25;	0,0;	0,0
315,9705505371094;	116,25;	0,0;	0,0
316,00347900390625;	126,0;	0,0;	0,0
316,0364685058594;	171,5;	0,0;	0,0
316,0694274902344;	134,75;	0,0;	0,0
316,10235595703125;	122,5;	0,0;	0,0
316,13531494140625;	132,0;	0,0;	0,0
316,16827392578125;	139,0;	0,0;	0,0
316,2012023925781;	130,25;	0,0;	0,0
316,2341003417969;	138,25;	0,0;	0,0
316,2670593261719;	129,25;	0,0;	0,0
316,2999572753906;	115,0;	0,0;	0,0
316,3328552246094;	120,0;	0,0;	0,0
316,36578369140625;	109,5;	0,0;	0,0
316,3986511230469;	114,5;	0,0;	0,0
316,4315490722656;	102,0;	0,0;	0,0
316,46441650390625;	103,5;	0,0;	0,0
316,4972839355469;	106,5;	0,0;	0,0
316,5301513671875;	123,75;	0,0;	0,0
316,5630187988281;	123,25;	0,0;	0,0
316,5958251953125;	143,0;	0,0;	0,0
316,6286926269531;	120,75;	0,0;	0,0
316,6615295410156;	116,75;	0,0;	0,0
316,6943359375;	117,75;	0,0;	0,0
316,7271728515625;	122,0;	0,0;	0,0
316,7599792480469;	152,0;	0,0;	0,0
316,7927551269531;	140,25;	0,0;	0,0
316,8255310058594;	109,25;	0,0;	0,0
316,8583679199219;	97,25;	0,0;	0,0
316,8911437988281;	111,0;	0,0;	0,0
316,92388916015625;	106,0;	0,0;	0,0
316,9566955566406;	117,5;	0,0;	0,0
316,98944091796875;	99,5;	0,0;	0,0
317,0221862792969;	116,5;	0,0;	0,0
317,054931640625;	98,5;	0,0;	0,0
317,0876770019531;	110,0;	0,0;	0,0
317,1203918457031;	106,25;	0,0;	0,0
317,1531066894531;	111,75;	0,0;	0,0
317,18585205078125;	114,75;	0,0;	0,0
317,2185363769531;	116,75;	0,0;	0,0
317,2512512207031;	109,0;	0,0;	0,0
317,2839660644531;	107,0;	0,0;	0,0
317,3166198730469;	101,25;	0,0;	0,0
317,34930419921875;	124,75;	0,0;	0,0
317,3819885253906;	111,25;	0,0;	0,0
317,4146728515625;	124,0;	0,0;	0,0
317,44732666015625;	119,0;	0,0;	0,0
317,47998046875;	98,0;	0,0;	0,0
317,5126037597656;	141,25;	0,0;	0,0
317,54522705078125;	136,5;	0,0;	0,0
317,577880859375;	118,5;	0,0;	0,0
317,6105041503906;	102,5;	0,0;	0,0
317,6430969238281;	99,5;	0,0;	0,0
317,6757507324219;	107,0;	0,0;	0,0
317,7083435058594;	128,25;	0,0;	0,0
317,74090576171875;	133,25;	0,0;	0,0
317,7735290527344;	142,75;	0,0;	0,0
317,80609130859375;	118,25;	0,0;	0,0
317,8386535644531;	139,0;	0,0;	0,0
317,8712463378906;	156,5;	0,0;	0,0
317,9037780761719;	211,0;	0,0;	0,0
317,9363098144531;	279,25;	0,0;	0,0
317,9688720703125;	239,0;	0,0;	0,0
318,00140380859375;	242,0;	0,0;	0,0
318,033935546875;	189,25;	0,0;	0,0
318,06646728515625;	148,0;	0,0;	0,0
318,0989685058594;	148,5;	0,0;	0,0
318,1314697265625;	117,5;	0,0;	0,0
318,16400146484375;	145,0;	0,0;	0,0
318,19647216796875;	105,5;	0,0;	0,0
318,22894287109375;	117,5;	0,0;	0,0
318,2614440917969;	113,25;	0,0;	0,0
318,2939147949219;	147,25;	0,0;	0,0
318,32635498046875;	114,0;	0,0;	0,0
318,35882568359375;	118,75;	0,0;	0,0
318,39129638671875;	94,25;	0,0;	0,0
318,4237060546875;	112,0;	0,0;	0,0
318,4561767578125;	131,0;	0,0;	0,0
318,48858642578125;	131,0;	0,0;	0,0
318,5209655761719;	101,75;	0,0;	0,0
318,55340576171875;	111,5;	0,0;	0,0
318,5858154296875;	126,5;	0,0;	0,0
318,6181945800781;	125,5;	0,0;	0,0
318,6506042480469;	119,5;	0,0;	0,0
318,6829833984375;	124,25;	0,0;	0,0
318,7153625488281;	108,75;	0,0;	0,0
318,74774169921875;	111,75;	0,0;	0,0
318,78009033203125;	126,75;	0,0;	0,0
318,81243896484375;	95,25;	0,0;	0,0
318,8448181152344;	133,0;	0,0;	0,0
318,87713623046875;	136,75;	0,0;	0,0
318,9094543457031;	99,75;	0,0;	0,0
318,9418029785156;	90,75;	0,0;	0,0
318,97412109375;	106,5;	0,0;	0,0
319,00640869140625;	112,0;	0,0;	0,0
319,0387268066406;	124,25;	0,0;	0,0
319,0710144042969;	106,25;	0,0;	0,0
319,1033020019531;	109,75;	0,0;	0,0
319,1355895996094;	124,75;	0,0;	0,0
319,1678466796875;	142,0;	0,0;	0,0
319,2001037597656;	118,5;	0,0;	0,0
319,2323913574219;	165,0;	0,0;	0,0
319,2646179199219;	204,25;	0,0;	0,0
319,296875;	213,25;	0,0;	0,0
319,3291015625;	195,5;	0,0;	0,0
319,361328125;	155,75;	0,0;	0,0
319,3935546875;	141,0;	0,0;	0,0
319,42578125;	140,5;	0,0;	0,0
319,4579772949219;	118,5;	0,0;	0,0
319,4902038574219;	112,25;	0,0;	0,0
319,5223693847656;	134,25;	0,0;	0,0
319,5545654296875;	129,0;	0,0;	0,0
319,5867614746094;	130,75;	0,0;	0,0
319,618896484375;	186,25;	0,0;	0,0
319,6510925292969;	210,0;	0,0;	0,0
319,6832275390625;	259,5;	0,0;	0,0
319,71539306640625;	166,0;	0,0;	0,0
319,7475280761719;	116,25;	0,0;	0,0
319,7796630859375;	105,0;	0,0;	0,0
319,811767578125;	112,0;	0,0;	0,0
319,84393310546875;	129,25;	0,0;	0,0
319,8760070800781;	141,5;	0,0;	0,0
319,90814208984375;	146,5;	0,0;	0,0
319,94024658203125;	167,0;	0,0;	0,0
319,9723205566406;	150,5;	0,0;	0,0
320,00439453125;	152,0;	0,0;	0,0
320,0364990234375;	233,25;	0,0;	0,0
320,06854248046875;	154,25;	0,0;	0,0
320,1006164550781;	107,5;	0,0;	0,0
320,1326904296875;	110,75;	0,0;	0,0
320,1647033691406;	117,5;	0,0;	0,0
320,1967468261719;	107,5;	0,0;	0,0
320,2287902832031;	114,0;	0,0;	0,0
320,2608337402344;	101,25;	0,0;	0,0
320,2928466796875;	126,25;	0,0;	0,0
320,3248596191406;	88,75;	0,0;	0,0
320,35687255859375;	104,75;	0,0;	0,0
320,38885498046875;	104,5;	0,0;	0,0
320,42083740234375;	106,5;	0,0;	0,0
320,45281982421875;	129,5;	0,0;	0,0
320,48480224609375;	146,25;	0,0;	0,0
320,5167541503906;	179,75;	0,0;	0,0
320,5487060546875;	137,75;	0,0;	0,0
320,5806579589844;	129,25;	0,0;	0,0
320,6126403808594;	112,25;	0,0;	0,0
320,6445617675781;	112,5;	0,0;	0,0
320,67645263671875;	111,75;	0,0;	0,0
320,70843505859375;	110,25;	0,0;	0,0
320,7403259277344;	122,5;	0,0;	0,0
320,772216796875;	112,0;	0,0;	0,0
320,80413818359375;	108,25;	0,0;	0,0
320,8360290527344;	123,25;	0,0;	0,0
320,867919921875;	112,0;	0,0;	0,0
320,8998107910156;	133,75;	0,0;	0,0
320,9316711425781;	139,0;	0,0;	0,0
320,9635314941406;	145,0;	0,0;	0,0
320,9953918457031;	183,0;	0,0;	0,0
321,0272216796875;	221,0;	0,0;	0,0
321,0590515136719;	187,25;	0,0;	0,0
321,09088134765625;	178,0;	0,0;	0,0
321,12274169921875;	197,5;	0,0;	0,0
321,1545715332031;	276,5;	0,0;	0,0
321,1863708496094;	279,0;	0,0;	0,0
321,2181701660156;	189,5;	0,0;	0,0
321,2499694824219;	137,5;	0,0;	0,0
321,28173828125;	158,75;	0,0;	0,0
321,3135681152344;	219,25;	0,0;	0,0
321,3453063964844;	226,5;	0,0;	0,0
321,3770751953125;	330,25;	0,0;	0,0
321,40887451171875;	290,75;	0,0;	0,0
321,44061279296875;	171,75;	0,0;	0,0
321,47235107421875;	133,0;	0,0;	0,0
321,5041198730469;	127,75;	0,0;	0,0
321,5357971191406;	138,0;	0,0;	0,0
321,5675048828125;	174,75;	0,0;	0,0
321,5992431640625;	166,25;	0,0;	0,0
321,6309509277344;	136,5;	0,0;	0,0
321,66265869140625;	125,75;	0,0;	0,0
321,6943664550781;	140,0;	0,0;	0,0
321,7260437011719;	152,75;	0,0;	0,0
321,7577209472656;	121,5;	0,0;	0,0
321,7893981933594;	116,75;	0,0;	0,0
321,821044921875;	121,25;	0,0;	0,0
321,85272216796875;	116,0;	0,0;	0,0
321,8843994140625;	153,75;	0,0;	0,0
321,916015625;	182,75;	0,0;	0,0
