-0.5	1.5
Integration time [ms]:	1.05
Averaging Nr. [scans]:1
Smoothing Nr. [pixels]:0
Data measured with spectrometer [name]:b'1703277U8'
Wave	;Sample	;Dark	;Reference	;Scope	
[nm]	;[counts]	;[counts]	;[counts]	
 
493,2108154296875;	602,0;	0,0;	0,0
493,2895202636719;	534,75;	0,0;	0,0
493,36822509765625;	345,5;	0,0;	0,0
493,4468994140625;	303,0;	0,0;	0,0
493,52557373046875;	336,75;	0,0;	0,0
493,6042175292969;	371,0;	0,0;	0,0
493,6828918457031;	510,25;	0,0;	0,0
493,7615051269531;	557,75;	0,0;	0,0
493,8401184082031;	389,0;	0,0;	0,0
493,9187316894531;	315,25;	0,0;	0,0
493,9973449707031;	310,5;	0,0;	0,0
494,075927734375;	326,0;	0,0;	0,0
494,1545104980469;	300,75;	0,0;	0,0
494,2330627441406;	304,0;	0,0;	0,0
494,3116149902344;	312,0;	0,0;	0,0
494,3901672363281;	307,75;	0,0;	0,0
494,4686584472656;	370,0;	0,0;	0,0
494,5472106933594;	358,25;	0,0;	0,0
494,6257019042969;	343,0;	0,0;	0,0
494,7041931152344;	315,5;	0,0;	0,0
494,78265380859375;	324,75;	0,0;	0,0
494,86114501953125;	352,5;	0,0;	0,0
494,9395751953125;	348,5;	0,0;	0,0
495,0180358886719;	332,0;	0,0;	0,0
495,096435546875;	375,75;	0,0;	0,0
495,1748962402344;	361,75;	0,0;	0,0
495,2532653808594;	369,75;	0,0;	0,0
495,3316650390625;	464,25;	0,0;	0,0
495,4100341796875;	649,5;	0,0;	0,0
495,4884338378906;	1692,75;	0,0;	0,0
495,5667724609375;	4995,75;	0,0;	0,0
495,6451110839844;	5359,75;	0,0;	0,0
495,72344970703125;	1236,5;	0,0;	0,0
495,8017883300781;	490,75;	0,0;	0,0
495,8800964355469;	393,25;	0,0;	0,0
495,9583435058594;	376,25;	0,0;	0,0
496,0366516113281;	365,75;	0,0;	0,0
496,11492919921875;	364,75;	0,0;	0,0
496,19317626953125;	350,75;	0,0;	0,0
496,27142333984375;	344,5;	0,0;	0,0
496,34967041015625;	408,0;	0,0;	0,0
496,4278869628906;	564,25;	0,0;	0,0
496,506103515625;	582,25;	0,0;	0,0
496,58428955078125;	428,25;	0,0;	0,0
496,6625061035156;	437,75;	0,0;	0,0
496,74066162109375;	408,0;	0,0;	0,0
496,8188171386719;	414,5;	0,0;	0,0
496,89697265625;	433,5;	0,0;	0,0
496,9751281738281;	404,0;	0,0;	0,0
497,0532531738281;	383,25;	0,0;	0,0
497,1313171386719;	417,5;	0,0;	0,0
497,2094421386719;	401,75;	0,0;	0,0
497,28753662109375;	378,25;	0,0;	0,0
497,3656005859375;	366,5;	0,0;	0,0
497,44366455078125;	354,5;	0,0;	0,0
497,521728515625;	372,75;	0,0;	0,0
497,59979248046875;	389,25;	0,0;	0,0
497,67779541015625;	463,0;	0,0;	0,0
497,7558288574219;	494,75;	0,0;	0,0
497,83380126953125;	463,25;	0,0;	0,0
497,91180419921875;	446,25;	0,0;	0,0
497,9897766113281;	573,5;	0,0;	0,0
498,0677490234375;	866,0;	0,0;	0,0
498,1457214355469;	1105,25;	0,0;	0,0
498,2236633300781;	987,0;	0,0;	0,0
498,30157470703125;	808,5;	0,0;	0,0
498,3794860839844;	818,25;	0,0;	0,0
498,4573974609375;	663,5;	0,0;	0,0
498,5353088378906;	419,0;	0,0;	0,0
