0.0	0.0
Integration time [ms]:	1.05
Averaging Nr. [scans]:1
Smoothing Nr. [pixels]:0
Data measured with spectrometer [name]:b'1703276U8'
Wave	;Sample	;Dark	;Reference	;Scope	
[nm]	;[counts]	;[counts]	;[counts]	
 
400,41888427734375;	266,25;	0,0;	0,0
400,4754333496094;	274,0;	0,0;	0,0
400,5319519042969;	529,75;	0,0;	0,0
400,5885009765625;	831,0;	0,0;	0,0
400,6449890136719;	376,75;	0,0;	0,0
400,7015075683594;	298,0;	0,0;	0,0
400,75799560546875;	274,0;	0,0;	0,0
400,8144836425781;	251,75;	0,0;	0,0
400,8709716796875;	235,0;	0,0;	0,0
400,92742919921875;	269,25;	0,0;	0,0
400,98388671875;	306,0;	0,0;	0,0
401,04034423828125;	302,0;	0,0;	0,0
401,09674072265625;	273,75;	0,0;	0,0
401,1531677246094;	245,5;	0,0;	0,0
401,2095947265625;	243,5;	0,0;	0,0
401,2659912109375;	226,5;	0,0;	0,0
401,3223876953125;	251,5;	0,0;	0,0
401,3787841796875;	252,75;	0,0;	0,0
401,4351806640625;	274,75;	0,0;	0,0
401,4915466308594;	338,25;	0,0;	0,0
401,54791259765625;	304,25;	0,0;	0,0
401,604248046875;	224,25;	0,0;	0,0
401,66058349609375;	267,25;	0,0;	0,0
401,7169189453125;	244,75;	0,0;	0,0
401,77325439453125;	305,5;	0,0;	0,0
401,8295593261719;	284,5;	0,0;	0,0
401,8858642578125;	272,0;	0,0;	0,0
401,942138671875;	223,0;	0,0;	0,0
401,9984436035156;	233,75;	0,0;	0,0
402,0547180175781;	237,75;	0,0;	0,0
402,1109619140625;	248,75;	0,0;	0,0
402,1672058105469;	277,5;	0,0;	0,0
402,22344970703125;	357,0;	0,0;	0,0
402,2796936035156;	311,75;	0,0;	0,0
402,3359375;	252,25;	0,0;	0,0
402,39215087890625;	250,25;	0,0;	0,0
402,44830322265625;	245,25;	0,0;	0,0
402,5045166015625;	289,5;	0,0;	0,0
402,5606994628906;	285,75;	0,0;	0,0
402,6168518066406;	247,5;	0,0;	0,0
402,6730041503906;	250,5;	0,0;	0,0
402,7291564941406;	250,0;	0,0;	0,0
402,7853088378906;	236,25;	0,0;	0,0
402,8414611816406;	261,25;	0,0;	0,0
402,8975830078125;	260,75;	0,0;	0,0
402,9537048339844;	272,25;	0,0;	0,0
403,0097961425781;	309,0;	0,0;	0,0
403,0658874511719;	482,0;	0,0;	0,0
403,1219787597656;	840,0;	0,0;	0,0
403,1780700683594;	488,25;	0,0;	0,0
403,234130859375;	336,5;	0,0;	0,0
403,2901916503906;	418,0;	0,0;	0,0
403,34625244140625;	664,0;	0,0;	0,0
403,40228271484375;	510,5;	0,0;	0,0
403,45831298828125;	383,0;	0,0;	0,0
403,51434326171875;	530,75;	0,0;	0,0
403,5703430175781;	296,0;	0,0;	0,0
403,6263122558594;	293,5;	0,0;	0,0
403,68231201171875;	255,25;	0,0;	0,0
403,7383117675781;	247,0;	0,0;	0,0
403,79425048828125;	248,25;	0,0;	0,0
403,8501892089844;	260,0;	0,0;	0,0
403,9061584472656;	271,75;	0,0;	0,0
403,96209716796875;	260,0;	0,0;	0,0
404,0180358886719;	279,0;	0,0;	0,0
404,0739440917969;	284,0;	0,0;	0,0
404,1298828125;	296,0;	0,0;	0,0
404,1857604980469;	350,75;	0,0;	0,0
404,24163818359375;	285,5;	0,0;	0,0
404,2975158691406;	278,0;	0,0;	0,0
404,3533935546875;	282,5;	0,0;	0,0
404,4092712402344;	410,5;	0,0;	0,0
404,4651184082031;	606,25;	0,0;	0,0
404,5209655761719;	770,75;	0,0;	0,0
404,5768127441406;	1801,5;	0,0;	0,0
404,6325988769531;	4156,75;	0,0;	0,0
404,68841552734375;	1715,75;	0,0;	0,0
404,7442321777344;	440,0;	0,0;	0,0
404,8000183105469;	387,25;	0,0;	0,0
404,8558349609375;	291,25;	0,0;	0,0
404,9115905761719;	296,25;	0,0;	0,0
404,96734619140625;	276,75;	0,0;	0,0
405,0231018066406;	267,0;	0,0;	0,0
405,078857421875;	256,5;	0,0;	0,0
405,1345520019531;	269,0;	0,0;	0,0
405,1902770996094;	270,5;	0,0;	0,0
405,2460021972656;	275,75;	0,0;	0,0
405,30169677734375;	285,0;	0,0;	0,0
405,3573913574219;	270,75;	0,0;	0,0
405,4130859375;	264,0;	0,0;	0,0
405,4687805175781;	275,25;	0,0;	0,0
405,5244445800781;	294,75;	0,0;	0,0
405,580078125;	335,5;	0,0;	0,0
405,6357116699219;	297,75;	0,0;	0,0
405,6913757324219;	282,5;	0,0;	0,0
405,74700927734375;	280,5;	0,0;	0,0
405,8025817871094;	302,75;	0,0;	0,0
405,85821533203125;	358,25;	0,0;	0,0
405,913818359375;	284,75;	0,0;	0,0
405,96942138671875;	288,25;	0,0;	0,0
406,02496337890625;	268,25;	0,0;	0,0
406,0805358886719;	274,25;	0,0;	0,0
406,1361083984375;	289,5;	0,0;	0,0
406,191650390625;	308,25;	0,0;	0,0
406,2471618652344;	400,5;	0,0;	0,0
406,3027038574219;	695,0;	0,0;	0,0
406,3582458496094;	1609,0;	0,0;	0,0
406,4137268066406;	3518,25;	0,0;	0,0
406,4692077636719;	1275,5;	0,0;	0,0
406,5246887207031;	333,75;	0,0;	0,0
406,5802001953125;	286,5;	0,0;	0,0
406,6356506347656;	291,0;	0,0;	0,0
406,69110107421875;	305,5;	0,0;	0,0
406,74658203125;	405,75;	0,0;	0,0
406,8019714355469;	430,25;	0,0;	0,0
406,857421875;	392,25;	0,0;	0,0
406,912841796875;	305,5;	0,0;	0,0
406,96826171875;	272,75;	0,0;	0,0
407,0236511230469;	316,75;	0,0;	0,0
407,0790710449219;	375,0;	0,0;	0,0
407,1344299316406;	783,5;	0,0;	0,0
407,1897888183594;	1995,25;	0,0;	0,0
407,24517822265625;	3051,75;	0,0;	0,0
407,3005065917969;	643,25;	0,0;	0,0
407,3558654785156;	332,0;	0,0;	0,0
