-0.5	2.0
Integration time [ms]:	1.05
Averaging Nr. [scans]:1
Smoothing Nr. [pixels]:0
Data measured with spectrometer [name]:b'1703277U8'
Wave	;Sample	;Dark	;Reference	;Scope	
[nm]	;[counts]	;[counts]	;[counts]	
 
493,2108154296875;	506,75;	0,0;	0,0
493,2895202636719;	404,75;	0,0;	0,0
493,36822509765625;	324,5;	0,0;	0,0
493,4468994140625;	308,25;	0,0;	0,0
493,52557373046875;	334,5;	0,0;	0,0
493,6042175292969;	391,75;	0,0;	0,0
493,6828918457031;	496,75;	0,0;	0,0
493,7615051269531;	523,25;	0,0;	0,0
493,8401184082031;	386,0;	0,0;	0,0
493,9187316894531;	323,25;	0,0;	0,0
493,9973449707031;	292,75;	0,0;	0,0
494,075927734375;	311,25;	0,0;	0,0
494,1545104980469;	303,0;	0,0;	0,0
494,2330627441406;	304,5;	0,0;	0,0
494,3116149902344;	311,0;	0,0;	0,0
494,3901672363281;	334,25;	0,0;	0,0
494,4686584472656;	387,0;	0,0;	0,0
494,5472106933594;	365,5;	0,0;	0,0
494,6257019042969;	321,75;	0,0;	0,0
494,7041931152344;	302,0;	0,0;	0,0
494,78265380859375;	344,5;	0,0;	0,0
494,86114501953125;	353,0;	0,0;	0,0
494,9395751953125;	329,25;	0,0;	0,0
495,0180358886719;	336,75;	0,0;	0,0
495,096435546875;	367,0;	0,0;	0,0
495,1748962402344;	360,25;	0,0;	0,0
495,2532653808594;	375,5;	0,0;	0,0
495,3316650390625;	424,5;	0,0;	0,0
495,4100341796875;	651,25;	0,0;	0,0
495,4884338378906;	1761,0;	0,0;	0,0
495,5667724609375;	4992,0;	0,0;	0,0
495,6451110839844;	5192,25;	0,0;	0,0
495,72344970703125;	1120,25;	0,0;	0,0
495,8017883300781;	439,5;	0,0;	0,0
495,8800964355469;	403,5;	0,0;	0,0
495,9583435058594;	356,5;	0,0;	0,0
496,0366516113281;	358,5;	0,0;	0,0
496,11492919921875;	379,5;	0,0;	0,0
496,19317626953125;	342,25;	0,0;	0,0
496,27142333984375;	361,25;	0,0;	0,0
496,34967041015625;	394,25;	0,0;	0,0
496,4278869628906;	566,75;	0,0;	0,0
496,506103515625;	555,75;	0,0;	0,0
496,58428955078125;	431,0;	0,0;	0,0
496,6625061035156;	434,5;	0,0;	0,0
496,74066162109375;	389,5;	0,0;	0,0
496,8188171386719;	422,75;	0,0;	0,0
496,89697265625;	432,75;	0,0;	0,0
496,9751281738281;	391,5;	0,0;	0,0
497,0532531738281;	368,25;	0,0;	0,0
497,1313171386719;	428,75;	0,0;	0,0
497,2094421386719;	397,25;	0,0;	0,0
497,28753662109375;	356,25;	0,0;	0,0
497,3656005859375;	367,75;	0,0;	0,0
497,44366455078125;	355,5;	0,0;	0,0
497,521728515625;	358,25;	0,0;	0,0
497,59979248046875;	380,0;	0,0;	0,0
497,67779541015625;	438,0;	0,0;	0,0
497,7558288574219;	432,75;	0,0;	0,0
497,83380126953125;	427,75;	0,0;	0,0
497,91180419921875;	464,0;	0,0;	0,0
497,9897766113281;	686,0;	0,0;	0,0
498,0677490234375;	933,0;	0,0;	0,0
498,1457214355469;	1037,25;	0,0;	0,0
498,2236633300781;	979,25;	0,0;	0,0
498,30157470703125;	756,5;	0,0;	0,0
498,3794860839844;	763,5;	0,0;	0,0
498,4573974609375;	584,5;	0,0;	0,0
498,5353088378906;	408,0;	0,0;	0,0
498,6131896972656;	393,5;	0,0;	0,0
498,6910705566406;	426,75;	0,0;	0,0
498,7688903808594;	445,25;	0,0;	0,0
498,84674072265625;	431,75;	0,0;	0,0
498,924560546875;	541,0;	0,0;	0,0
499,0024108886719;	536,75;	0,0;	0,0
499,0802307128906;	391,75;	0,0;	0,0
499,1579895019531;	387,0;	0,0;	0,0
499,23577880859375;	484,75;	0,0;	0,0
499,3135681152344;	433,0;	0,0;	0,0
499,3913269042969;	377,25;	0,0;	0,0
499,4690856933594;	347,25;	0,0;	0,0
499,5467834472656;	340,0;	0,0;	0,0
499,6245422363281;	348,75;	0,0;	0,0
499,7022399902344;	389,0;	0,0;	0,0
499,7799377441406;	480,0;	0,0;	0,0
499,8576354980469;	468,5;	0,0;	0,0
499,935302734375;	559,5;	0,0;	0,0
500,0129699707031;	918,25;	0,0;	0,0
500,090576171875;	778,0;	0,0;	0,0
500,1682434082031;	500,0;	0,0;	0,0
500,2458801269531;	451,25;	0,0;	0,0
500,323486328125;	659,75;	0,0;	0,0
500,40106201171875;	1249,5;	0,0;	0,0
500,47869873046875;	1545,5;	0,0;	0,0
500,5562744140625;	832,5;	0,0;	0,0
500,6337890625;	523,0;	0,0;	0,0
500,71136474609375;	418,25;	0,0;	0,0
