-0.5	2.0
Integration time [ms]:	1.05
Averaging Nr. [scans]:1
Smoothing Nr. [pixels]:0
Data measured with spectrometer [name]:b'1703274U8'
Wave	;Sample	;Dark	;Reference	;Scope	
[nm]	;[counts]	;[counts]	;[counts]	
 
309,952880859375;	171,5;	0,0;	0,0
309,98712158203125;	345,75;	0,0;	0,0
310,0213928222656;	362,5;	0,0;	0,0
310,05560302734375;	286,0;	0,0;	0,0
310,0898132324219;	210,75;	0,0;	0,0
310,1240539550781;	133,75;	0,0;	0,0
310,15826416015625;	110,25;	0,0;	0,0
310,19244384765625;	119,75;	0,0;	0,0
310,2266845703125;	119,5;	0,0;	0,0
310,2608642578125;	115,75;	0,0;	0,0
310,2950439453125;	113,25;	0,0;	0,0
310,3292236328125;	111,5;	0,0;	0,0
310,3633728027344;	107,25;	0,0;	0,0
310,3975524902344;	110,25;	0,0;	0,0
310,43170166015625;	102,25;	0,0;	0,0
310,4658508300781;	109,0;	0,0;	0,0
310,5;	111,25;	0,0;	0,0
310,5341491699219;	103,5;	0,0;	0,0
310,5682678222656;	98,0;	0,0;	0,0
310,6023864746094;	117,0;	0,0;	0,0
310,6365051269531;	100,5;	0,0;	0,0
310,67059326171875;	97,5;	0,0;	0,0
310,7046813964844;	117,25;	0,0;	0,0
310,7388000488281;	108,0;	0,0;	0,0
310,77288818359375;	105,5;	0,0;	0,0
310,80694580078125;	116,25;	0,0;	0,0
310,8410339355469;	112,75;	0,0;	0,0
310,8750915527344;	116,5;	0,0;	0,0
310,9091491699219;	100,5;	0,0;	0,0
310,9432067871094;	110,75;	0,0;	0,0
310,9772644042969;	111,5;	0,0;	0,0
311,01129150390625;	135,25;	0,0;	0,0
311,0452880859375;	102,25;	0,0;	0,0
311,079345703125;	111,75;	0,0;	0,0
311,11334228515625;	108,25;	0,0;	0,0
311,1473388671875;	116,75;	0,0;	0,0
311,1813659667969;	119,0;	0,0;	0,0
311,2153625488281;	109,5;	0,0;	0,0
311,24932861328125;	121,75;	0,0;	0,0
311,2833251953125;	114,0;	0,0;	0,0
311,3172912597656;	112,75;	0,0;	0,0
311,35125732421875;	103,5;	0,0;	0,0
311,3852233886719;	117,75;	0,0;	0,0
311,419189453125;	113,25;	0,0;	0,0
311,453125;	127,5;	0,0;	0,0
311,487060546875;	114,25;	0,0;	0,0
311,5209655761719;	105,75;	0,0;	0,0
311,55487060546875;	105,75;	0,0;	0,0
311,58880615234375;	112,0;	0,0;	0,0
311,6227111816406;	113,75;	0,0;	0,0
311,6566162109375;	152,0;	0,0;	0,0
311,6905212402344;	106,75;	0,0;	0,0
311,72442626953125;	126,75;	0,0;	0,0
311,75830078125;	117,0;	0,0;	0,0
311,79217529296875;	125,25;	0,0;	0,0
311,8260498046875;	125,5;	0,0;	0,0
311,8598937988281;	116,75;	0,0;	0,0
311,8937683105469;	106,25;	0,0;	0,0
311,9276123046875;	121,0;	0,0;	0,0
311,96142578125;	127,0;	0,0;	0,0
311,99530029296875;	114,75;	0,0;	0,0
312,02911376953125;	133,75;	0,0;	0,0
312,06292724609375;	115,5;	0,0;	0,0
312,09674072265625;	104,5;	0,0;	0,0
312,13055419921875;	113,0;	0,0;	0,0
312,164306640625;	115,25;	0,0;	0,0
312,1981201171875;	106,75;	0,0;	0,0
312,2319030761719;	121,25;	0,0;	0,0
312,2656555175781;	108,25;	0,0;	0,0
312,2994384765625;	105,5;	0,0;	0,0
312,33319091796875;	126,5;	0,0;	0,0
312,366943359375;	104,75;	0,0;	0,0
312,4007263183594;	117,0;	0,0;	0,0
312,4344482421875;	111,0;	0,0;	0,0
312,4681701660156;	97,75;	0,0;	0,0
312,5019226074219;	137,75;	0,0;	0,0
312,53564453125;	159,25;	0,0;	0,0
312,5693054199219;	175,5;	0,0;	0,0
312,6030578613281;	142,0;	0,0;	0,0
312,6367492675781;	140,75;	0,0;	0,0
312,67041015625;	99,25;	0,0;	0,0
312,7041320800781;	94,0;	0,0;	0,0
312,73779296875;	113,25;	0,0;	0,0
312,7714538574219;	109,0;	0,0;	0,0
312,8051452636719;	109,25;	0,0;	0,0
312,83880615234375;	87,5;	0,0;	0,0
