-0.5	2.0
Integration time [ms]:	1.05
Averaging Nr. [scans]:1
Smoothing Nr. [pixels]:0
Data measured with spectrometer [name]:b'1703278U8'
Wave	;Sample	;Dark	;Reference	;Scope	
[nm]	;[counts]	;[counts]	;[counts]	
 
619,9722900390625;	349,0;	0,0;	0,0
620,0406494140625;	322,25;	0,0;	0,0
620,1089477539062;	339,0;	0,0;	0,0
620,17724609375;	348,25;	0,0;	0,0
620,2455444335938;	353,0;	0,0;	0,0
620,3137817382812;	333,0;	0,0;	0,0
620,382080078125;	336,0;	0,0;	0,0
620,4503173828125;	374,5;	0,0;	0,0
620,5185546875;	358,5;	0,0;	0,0
620,5867919921875;	327,5;	0,0;	0,0
620,6549072265625;	346,0;	0,0;	0,0
620,72314453125;	372,0;	0,0;	0,0
620,7913208007812;	370,75;	0,0;	0,0
620,8594360351562;	336,25;	0,0;	0,0
620,9276123046875;	394,25;	0,0;	0,0
620,9957885742188;	374,0;	0,0;	0,0
621,0638427734375;	387,5;	0,0;	0,0
621,1319580078125;	384,75;	0,0;	0,0
621,2000732421875;	368,0;	0,0;	0,0
621,2681274414062;	401,5;	0,0;	0,0
621,336181640625;	391,0;	0,0;	0,0
621,404296875;	403,25;	0,0;	0,0
621,4722900390625;	374,75;	0,0;	0,0
621,540283203125;	417,0;	0,0;	0,0
621,6083374023438;	380,75;	0,0;	0,0
621,67626953125;	400,5;	0,0;	0,0
621,7442626953125;	397,5;	0,0;	0,0
621,812255859375;	423,75;	0,0;	0,0
621,8801879882812;	417,5;	0,0;	0,0
621,9481201171875;	486,25;	0,0;	0,0
622,0159912109375;	456,25;	0,0;	0,0
622,0839233398438;	409,25;	0,0;	0,0
622,15185546875;	426,25;	0,0;	0,0
622,2196655273438;	441,25;	0,0;	0,0
622,2875366210938;	445,5;	0,0;	0,0
622,3554077148438;	412,5;	0,0;	0,0
622,4232177734375;	414,5;	0,0;	0,0
622,4910278320312;	456,0;	0,0;	0,0
622,5588989257812;	473,0;	0,0;	0,0
622,6266479492188;	478,25;	0,0;	0,0
622,6943969726562;	459,75;	0,0;	0,0
622,76220703125;	473,75;	0,0;	0,0
622,8298950195312;	460,0;	0,0;	0,0
622,8976440429688;	497,5;	0,0;	0,0
622,9653930664062;	567,5;	0,0;	0,0
623,0330810546875;	653,75;	0,0;	0,0
623,1007080078125;	803,25;	0,0;	0,0
623,1683349609375;	766,5;	0,0;	0,0
623,2360229492188;	537,25;	0,0;	0,0
623,3037109375;	529,75;	0,0;	0,0
623,3712768554688;	528,75;	0,0;	0,0
623,43896484375;	488,0;	0,0;	0,0
623,506591796875;	483,25;	0,0;	0,0
623,5740966796875;	470,0;	0,0;	0,0
623,6417236328125;	451,75;	0,0;	0,0
623,7092895507812;	452,75;	0,0;	0,0
623,7767944335938;	481,0;	0,0;	0,0
623,8443603515625;	480,0;	0,0;	0,0
623,9119262695312;	491,0;	0,0;	0,0
623,9793701171875;	458,25;	0,0;	0,0
624,046875;	471,25;	0,0;	0,0
624,1143798828125;	446,0;	0,0;	0,0
624,1818237304688;	456,0;	0,0;	0,0
624,249267578125;	482,0;	0,0;	0,0
624,316650390625;	470,5;	0,0;	0,0
624,3840942382812;	472,5;	0,0;	0,0
624,4515380859375;	505,5;	0,0;	0,0
624,518798828125;	500,0;	0,0;	0,0
624,5862426757812;	517,0;	0,0;	0,0
624,6536254882812;	604,75;	0,0;	0,0
624,7208862304688;	584,25;	0,0;	0,0
624,7882690429688;	497,25;	0,0;	0,0
624,8555908203125;	474,5;	0,0;	0,0
624,9228515625;	470,5;	0,0;	0,0
624,9901733398438;	483,25;	0,0;	0,0
625,0574951171875;	504,0;	0,0;	0,0
625,1246948242188;	518,0;	0,0;	0,0
625,1919555664062;	483,25;	0,0;	0,0
625,2592163085938;	583,75;	0,0;	0,0
625,3263549804688;	624,0;	0,0;	0,0
625,3936157226562;	529,0;	0,0;	0,0
625,4608154296875;	515,5;	0,0;	0,0
625,5279541015625;	487,5;	0,0;	0,0
625,5950927734375;	483,75;	0,0;	0,0
625,6622314453125;	448,5;	0,0;	0,0
625,7293701171875;	500,5;	0,0;	0,0
625,7965087890625;	506,25;	0,0;	0,0
625,8635864257812;	475,25;	0,0;	0,0
625,9306640625;	505,25;	0,0;	0,0
625,9977416992188;	469,25;	0,0;	0,0
626,0647583007812;	477,25;	0,0;	0,0
626,1318359375;	453,5;	0,0;	0,0
626,1989135742188;	425,5;	0,0;	0,0
626,265869140625;	467,5;	0,0;	0,0
626,3328857421875;	456,5;	0,0;	0,0
626,39990234375;	473,0;	0,0;	0,0
626,466796875;	489,75;	0,0;	0,0
626,5338134765625;	491,25;	0,0;	0,0
626,6007690429688;	432,25;	0,0;	0,0
626,6676635742188;	450,75;	0,0;	0,0
626,734619140625;	442,0;	0,0;	0,0
626,8014526367188;	427,75;	0,0;	0,0
626,8683471679688;	430,5;	0,0;	0,0
626,9352416992188;	422,5;	0,0;	0,0
627,0020141601562;	445,25;	0,0;	0,0
627,0689086914062;	456,0;	0,0;	0,0
627,1357421875;	412,75;	0,0;	0,0
627,2025756835938;	433,75;	0,0;	0,0
627,2694091796875;	431,25;	0,0;	0,0
627,3361206054688;	412,0;	0,0;	0,0
627,4028930664062;	430,0;	0,0;	0,0
627,4696655273438;	453,75;	0,0;	0,0
627,5364379882812;	410,75;	0,0;	0,0
627,6031494140625;	436,0;	0,0;	0,0
627,6697998046875;	437,0;	0,0;	0,0
627,7365112304688;	435,0;	0,0;	0,0
627,8031616210938;	394,75;	0,0;	0,0
627,869873046875;	422,25;	0,0;	0,0
627,9365234375;	395,5;	0,0;	0,0
628,0031127929688;	426,0;	0,0;	0,0
628,0697631835938;	440,5;	0,0;	0,0
628,1363525390625;	391,75;	0,0;	0,0
628,2030029296875;	403,5;	0,0;	0,0
628,26953125;	406,25;	0,0;	0,0
628,3361206054688;	409,5;	0,0;	0,0
628,4026489257812;	394,25;	0,0;	0,0
628,46923828125;	439,25;	0,0;	0,0
628,5357055664062;	404,25;	0,0;	0,0
628,6022338867188;	383,5;	0,0;	0,0
628,6687622070312;	421,25;	0,0;	0,0
