-0.5	2.0
Integration time [ms]:	1.05
Averaging Nr. [scans]:1
Smoothing Nr. [pixels]:0
Data measured with spectrometer [name]:b'1703279U8'
Wave	;Sample	;Dark	;Reference	;Scope	
[nm]	;[counts]	;[counts]	;[counts]	
 
725,3621826171875;	386,75;	0,0;	0,0
725,4813842773438;	364,25;	0,0;	0,0
725,6005249023438;	326,0;	0,0;	0,0
725,7197265625;	346,75;	0,0;	0,0
725,8388671875;	334,0;	0,0;	0,0
725,9579467773438;	346,25;	0,0;	0,0
726,0770874023438;	354,5;	0,0;	0,0
726,1961669921875;	343,0;	0,0;	0,0
726,315185546875;	367,75;	0,0;	0,0
726,4342651367188;	370,0;	0,0;	0,0
726,5532836914062;	390,5;	0,0;	0,0
726,6723022460938;	347,25;	0,0;	0,0
726,7913208007812;	370,5;	0,0;	0,0
726,9102783203125;	360,25;	0,0;	0,0
727,0292358398438;	368,5;	0,0;	0,0
727,148193359375;	348,25;	0,0;	0,0
727,26708984375;	367,0;	0,0;	0,0
727,385986328125;	362,25;	0,0;	0,0
727,5048828125;	380,5;	0,0;	0,0
727,6237182617188;	354,75;	0,0;	0,0
727,7426147460938;	357,5;	0,0;	0,0
727,8614501953125;	378,0;	0,0;	0,0
727,9801635742188;	372,0;	0,0;	0,0
728,0989379882812;	371,25;	0,0;	0,0
728,2177124023438;	367,75;	0,0;	0,0
728,3364868164062;	357,75;	0,0;	0,0
728,4552612304688;	353,5;	0,0;	0,0
728,573974609375;	385,5;	0,0;	0,0
728,6926879882812;	361,5;	0,0;	0,0
728,8113403320312;	370,75;	0,0;	0,0
728,9299926757812;	374,25;	0,0;	0,0
729,0486450195312;	359,25;	0,0;	0,0
729,1672973632812;	392,25;	0,0;	0,0
729,285888671875;	380,25;	0,0;	0,0
729,4044799804688;	362,25;	0,0;	0,0
729,5230712890625;	371,0;	0,0;	0,0
729,6416625976562;	361,0;	0,0;	0,0
729,7601928710938;	347,0;	0,0;	0,0
729,8787231445312;	371,5;	0,0;	0,0
729,9971313476562;	350,0;	0,0;	0,0
730,1156005859375;	343,0;	0,0;	0,0
730,2340698242188;	362,0;	0,0;	0,0
730,3525390625;	376,0;	0,0;	0,0
730,470947265625;	361,25;	0,0;	0,0
730,58935546875;	408,0;	0,0;	0,0
730,707763671875;	412,0;	0,0;	0,0
730,826171875;	389,0;	0,0;	0,0
730,9445190429688;	387,0;	0,0;	0,0
731,0628662109375;	406,0;	0,0;	0,0
731,18115234375;	370,5;	0,0;	0,0
731,2994995117188;	366,5;	0,0;	0,0
731,4177856445312;	384,5;	0,0;	0,0
731,5360107421875;	394,0;	0,0;	0,0
731,654296875;	373,0;	0,0;	0,0
731,7725219726562;	351,25;	0,0;	0,0
731,8906860351562;	365,75;	0,0;	0,0
732,0088500976562;	394,75;	0,0;	0,0
732,1270141601562;	368,5;	0,0;	0,0
732,2451782226562;	392,5;	0,0;	0,0
732,3633422851562;	389,5;	0,0;	0,0
732,4814453125;	390,25;	0,0;	0,0
732,5995483398438;	396,75;	0,0;	0,0
732,7176513671875;	362,75;	0,0;	0,0
732,8357543945312;	380,25;	0,0;	0,0
732,9537963867188;	390,75;	0,0;	0,0
733,07177734375;	400,5;	0,0;	0,0
733,189697265625;	366,75;	0,0;	0,0
733,3076782226562;	388,75;	0,0;	0,0
733,4256591796875;	376,5;	0,0;	0,0
733,5436401367188;	380,75;	0,0;	0,0
733,6615600585938;	357,75;	0,0;	0,0
733,7794799804688;	373,25;	0,0;	0,0
733,8973999023438;	391,25;	0,0;	0,0
734,0152587890625;	385,25;	0,0;	0,0
734,1331176757812;	366,25;	0,0;	0,0
734,2509765625;	396,25;	0,0;	0,0
734,3687744140625;	386,0;	0,0;	0,0
734,486572265625;	368,0;	0,0;	0,0
734,6043701171875;	356,0;	0,0;	0,0
734,72216796875;	383,0;	0,0;	0,0
734,8399047851562;	387,5;	0,0;	0,0
734,9576416015625;	361,5;	0,0;	0,0
735,0753173828125;	406,0;	0,0;	0,0
735,1930541992188;	394,5;	0,0;	0,0
735,3107299804688;	392,5;	0,0;	0,0
735,4283447265625;	414,75;	0,0;	0,0
735,5460205078125;	374,75;	0,0;	0,0
735,6636352539062;	378,5;	0,0;	0,0
735,78125;	375,25;	0,0;	0,0
735,8988647460938;	375,75;	0,0;	0,0
736,016357421875;	376,75;	0,0;	0,0
736,1339111328125;	376,75;	0,0;	0,0
736,25146484375;	357,75;	0,0;	0,0
736,3690185546875;	359,0;	0,0;	0,0
736,4864501953125;	395,25;	0,0;	0,0
736,6039428710938;	394,25;	0,0;	0,0
736,7213745117188;	374,75;	0,0;	0,0
736,8388671875;	359,75;	0,0;	0,0
736,9562377929688;	373,5;	0,0;	0,0
737,0736083984375;	366,5;	0,0;	0,0
737,1910400390625;	382,5;	0,0;	0,0
737,3084106445312;	360,75;	0,0;	0,0
737,4257202148438;	380,25;	0,0;	0,0
737,5430297851562;	373,25;	0,0;	0,0
737,660400390625;	398,75;	0,0;	0,0
737,7776489257812;	379,75;	0,0;	0,0
737,8948974609375;	385,75;	0,0;	0,0
738,01220703125;	369,0;	0,0;	0,0
738,1294555664062;	390,5;	0,0;	0,0
738,24658203125;	405,75;	0,0;	0,0
738,36376953125;	393,25;	0,0;	0,0
738,48095703125;	406,75;	0,0;	0,0
738,5980834960938;	389,5;	0,0;	0,0
738,7152709960938;	427,25;	0,0;	0,0
738,8323974609375;	456,75;	0,0;	0,0
738,949462890625;	436,0;	0,0;	0,0
739,0665893554688;	379,25;	0,0;	0,0
739,18359375;	401,25;	0,0;	0,0
739,3006591796875;	386,0;	0,0;	0,0
739,417724609375;	394,25;	0,0;	0,0
739,53466796875;	400,0;	0,0;	0,0
739,6517333984375;	362,5;	0,0;	0,0
739,7686767578125;	390,5;	0,0;	0,0
739,8856201171875;	408,5;	0,0;	0,0
740,0025634765625;	419,0;	0,0;	0,0
740,1195068359375;	420,0;	0,0;	0,0
740,2363891601562;	379,75;	0,0;	0,0
740,353271484375;	380,25;	0,0;	0,0
740,4701538085938;	443,25;	0,0;	0,0
740,5869750976562;	383,0;	0,0;	0,0
740,7037963867188;	388,375;	0,0;	0,0
740,8206176757812;	393,75;	0,0;	0,0
740,9373779296875;	429,5;	0,0;	0,0
741,05419921875;	494,5;	0,0;	0,0
741,1708984375;	416,5;	0,0;	0,0
741,2876586914062;	364,75;	0,0;	0,0
741,4043579101562;	366,75;	0,0;	0,0
741,5211181640625;	390,25;	0,0;	0,0
741,6377563476562;	414,75;	0,0;	0,0
741,7544555664062;	421,25;	0,0;	0,0
741,8710327148438;	464,75;	0,0;	0,0
741,9876098632812;	465,75;	0,0;	0,0
742,104248046875;	514,5;	0,0;	0,0
742,2208251953125;	784,25;	0,0;	0,0
742,33740234375;	1021,0;	0,0;	0,0
742,4539794921875;	690,25;	0,0;	0,0
742,5704956054688;	487,25;	0,0;	0,0
742,68701171875;	432,25;	0,0;	0,0
742,8035278320312;	394,5;	0,0;	0,0
742,9199829101562;	417,5;	0,0;	0,0
743,036376953125;	413,5;	0,0;	0,0
743,1528930664062;	402,0;	0,0;	0,0
743,2692260742188;	395,0;	0,0;	0,0
743,3856201171875;	434,25;	0,0;	0,0
743,5020141601562;	414,25;	0,0;	0,0
743,6183471679688;	447,75;	0,0;	0,0
743,7346801757812;	438,5;	0,0;	0,0
743,8510131835938;	548,5;	0,0;	0,0
743,9673461914062;	706,5;	0,0;	0,0
744,0835571289062;	1151,0;	0,0;	0,0
744,1998901367188;	1653,75;	0,0;	0,0
744,3161010742188;	1047,25;	0,0;	0,0
744,4323120117188;	698,25;	0,0;	0,0
744,548583984375;	610,75;	0,0;	0,0
744,664794921875;	505,0;	0,0;	0,0
744,7809448242188;	430,25;	0,0;	0,0
744,8970947265625;	404,0;	0,0;	0,0
745,0132446289062;	408,0;	0,0;	0,0
745,1293334960938;	369,75;	0,0;	0,0
745,2454223632812;	403,5;	0,0;	0,0
745,3615112304688;	431,0;	0,0;	0,0
745,4776000976562;	376,0;	0,0;	0,0
745,5936279296875;	414,0;	0,0;	0,0
745,7096557617188;	369,25;	0,0;	0,0
745,82568359375;	393,25;	0,0;	0,0
745,941650390625;	381,0;	0,0;	0,0
746,0576171875;	418,5;	0,0;	0,0
746,173583984375;	448,0;	0,0;	0,0
746,28955078125;	474,0;	0,0;	0,0
746,4054565429688;	530,0;	0,0;	0,0
746,5213012695312;	659,5;	0,0;	0,0
746,63720703125;	1150,25;	0,0;	0,0
746,7530517578125;	2353,5;	0,0;	0,0
746,868896484375;	1811,0;	0,0;	0,0
746,9846801757812;	894,5;	0,0;	0,0
747,1004638671875;	613,75;	0,0;	0,0
747,2162475585938;	506,5;	0,0;	0,0
747,3320922851562;	446,75;	0,0;	0,0
747,4478149414062;	475,0;	0,0;	0,0
747,5635375976562;	463,75;	0,0;	0,0
747,6792602539062;	419,25;	0,0;	0,0
747,794921875;	442,25;	0,0;	0,0
747,9105834960938;	462,75;	0,0;	0,0
748,0262451171875;	408,0;	0,0;	0,0
748,1419067382812;	438,25;	0,0;	0,0
748,2574462890625;	401,5;	0,0;	0,0
748,373046875;	401,5;	0,0;	0,0
748,488525390625;	404,75;	0,0;	0,0
748,6041259765625;	391,0;	0,0;	0,0
748,7196655273438;	399,5;	0,0;	0,0
748,835205078125;	382,75;	0,0;	0,0
748,95068359375;	384,25;	0,0;	0,0
749,066162109375;	434,25;	0,0;	0,0
749,181640625;	394,5;	0,0;	0,0
749,297119140625;	451,25;	0,0;	0,0
749,4125366210938;	630,25;	0,0;	0,0
749,5278930664062;	457,0;	0,0;	0,0
749,6432495117188;	363,5;	0,0;	0,0
749,7586669921875;	397,25;	0,0;	0,0
749,8740234375;	363,5;	0,0;	0,0
749,9893798828125;	378,0;	0,0;	0,0
750,1046752929688;	379,5;	0,0;	0,0
750,2199096679688;	369,25;	0,0;	0,0
750,335205078125;	373,5;	0,0;	0,0
750,4505004882812;	412,75;	0,0;	0,0
750,5657348632812;	384,5;	0,0;	0,0
750,680908203125;	415,75;	0,0;	0,0
750,796142578125;	391,5;	0,0;	0,0
750,9113159179688;	519,25;	0,0;	0,0
751,0264282226562;	764,25;	0,0;	0,0
751,1416015625;	504,25;	0,0;	0,0
751,2567749023438;	368,75;	0,0;	0,0
751,371826171875;	392,75;	0,0;	0,0
751,4869384765625;	367,5;	0,0;	0,0
751,6019897460938;	384,0;	0,0;	0,0
751,717041015625;	365,5;	0,0;	0,0
751,8320922851562;	354,75;	0,0;	0,0
751,9470825195312;	364,75;	0,0;	0,0
752,0620727539062;	341,25;	0,0;	0,0
752,1770629882812;	377,0;	0,0;	0,0
752,2919921875;	361,75;	0,0;	0,0
752,4069213867188;	341,25;	0,0;	0,0
752,5218505859375;	373,25;	0,0;	0,0
752,63671875;	384,0;	0,0;	0,0
752,7515869140625;	381,0;	0,0;	0,0
752,866455078125;	379,25;	0,0;	0,0
752,9813232421875;	396,5;	0,0;	0,0
753,0961303710938;	391,0;	0,0;	0,0
753,2108764648438;	386,5;	0,0;	0,0
753,32568359375;	385,5;	0,0;	0,0
753,4404296875;	397,0;	0,0;	0,0
753,55517578125;	394,25;	0,0;	0,0
753,669921875;	382,0;	0,0;	0,0
753,7846069335938;	368,25;	0,0;	0,0
753,8992919921875;	356,25;	0,0;	0,0
754,0139770507812;	362,0;	0,0;	0,0
754,128662109375;	381,0;	0,0;	0,0
754,2432250976562;	342,5;	0,0;	0,0
754,3578491210938;	361,5;	0,0;	0,0
754,4724731445312;	375,0;	0,0;	0,0
754,5870361328125;	391,0;	0,0;	0,0
754,7015991210938;	378,0;	0,0;	0,0
754,8161010742188;	340,75;	0,0;	0,0
754,9306640625;	368,75;	0,0;	0,0
755,045166015625;	399,5;	0,0;	0,0
755,1596069335938;	382,0;	0,0;	0,0
755,2740478515625;	369,5;	0,0;	0,0
755,3885498046875;	389,75;	0,0;	0,0
755,5029907226562;	361,25;	0,0;	0,0
755,6173706054688;	397,75;	0,0;	0,0
755,7317504882812;	387,0;	0,0;	0,0
755,8460693359375;	409,75;	0,0;	0,0
755,96044921875;	373,75;	0,0;	0,0
756,0748291015625;	371,0;	0,0;	0,0
756,1890869140625;	334,25;	0,0;	0,0
756,3034057617188;	348,5;	0,0;	0,0
756,4176635742188;	392,75;	0,0;	0,0
756,5319213867188;	356,75;	0,0;	0,0
756,6461181640625;	387,5;	0,0;	0,0
756,7603759765625;	382,0;	0,0;	0,0
756,8745727539062;	412,25;	0,0;	0,0
756,9887084960938;	350,75;	0,0;	0,0
757,1029052734375;	363,25;	0,0;	0,0
757,217041015625;	357,25;	0,0;	0,0
757,3311157226562;	385,0;	0,0;	0,0
757,4452514648438;	349,0;	0,0;	0,0
757,559326171875;	356,25;	0,0;	0,0
