0.0	1.5
Integration time [ms]:	1.05
Averaging Nr. [scans]:1
Smoothing Nr. [pixels]:0
Data measured with spectrometer [name]:b'1703274U8'
Wave	;Sample	;Dark	;Reference	;Scope	
[nm]	;[counts]	;[counts]	;[counts]	
 
309,952880859375;	183,75;	0,0;	0,0
309,98712158203125;	289,25;	0,0;	0,0
310,0213928222656;	389,25;	0,0;	0,0
310,05560302734375;	298,5;	0,0;	0,0
310,0898132324219;	221,5;	0,0;	0,0
310,1240539550781;	151,75;	0,0;	0,0
310,15826416015625;	124,5;	0,0;	0,0
310,19244384765625;	123,0;	0,0;	0,0
310,2266845703125;	124,75;	0,0;	0,0
310,2608642578125;	126,75;	0,0;	0,0
310,2950439453125;	120,25;	0,0;	0,0
310,3292236328125;	105,75;	0,0;	0,0
310,3633728027344;	114,0;	0,0;	0,0
310,3975524902344;	109,75;	0,0;	0,0
310,43170166015625;	102,75;	0,0;	0,0
310,4658508300781;	109,0;	0,0;	0,0
310,5;	101,75;	0,0;	0,0
310,5341491699219;	114,5;	0,0;	0,0
310,5682678222656;	112,75;	0,0;	0,0
310,6023864746094;	106,25;	0,0;	0,0
310,6365051269531;	117,0;	0,0;	0,0
310,67059326171875;	99,25;	0,0;	0,0
310,7046813964844;	103,75;	0,0;	0,0
310,7388000488281;	97,75;	0,0;	0,0
310,77288818359375;	117,5;	0,0;	0,0
310,80694580078125;	107,5;	0,0;	0,0
310,8410339355469;	112,0;	0,0;	0,0
310,8750915527344;	117,25;	0,0;	0,0
310,9091491699219;	107,75;	0,0;	0,0
310,9432067871094;	104,25;	0,0;	0,0
310,9772644042969;	118,75;	0,0;	0,0
311,01129150390625;	123,5;	0,0;	0,0
311,0452880859375;	111,5;	0,0;	0,0
311,079345703125;	128,75;	0,0;	0,0
311,11334228515625;	125,0;	0,0;	0,0
311,1473388671875;	126,25;	0,0;	0,0
311,1813659667969;	101,75;	0,0;	0,0
311,2153625488281;	97,75;	0,0;	0,0
311,24932861328125;	121,75;	0,0;	0,0
311,2833251953125;	124,5;	0,0;	0,0
311,3172912597656;	109,0;	0,0;	0,0
311,35125732421875;	99,25;	0,0;	0,0
311,3852233886719;	112,25;	0,0;	0,0
311,419189453125;	122,25;	0,0;	0,0
311,453125;	117,25;	0,0;	0,0
311,487060546875;	111,0;	0,0;	0,0
311,5209655761719;	121,0;	0,0;	0,0
311,55487060546875;	113,5;	0,0;	0,0
311,58880615234375;	102,0;	0,0;	0,0
311,6227111816406;	143,0;	0,0;	0,0
311,6566162109375;	156,5;	0,0;	0,0
311,6905212402344;	110,5;	0,0;	0,0
311,72442626953125;	104,25;	0,0;	0,0
311,75830078125;	111,5;	0,0;	0,0
311,79217529296875;	125,0;	0,0;	0,0
