0.0	1.5
Integration time [ms]:	1.05
Averaging Nr. [scans]:1
Smoothing Nr. [pixels]:0
Data measured with spectrometer [name]:b'1703277U8'
Wave	;Sample	;Dark	;Reference	;Scope	
[nm]	;[counts]	;[counts]	;[counts]	
 
493,2108154296875;	535,5;	0,0;	0,0
493,2895202636719;	463,0;	0,0;	0,0
493,36822509765625;	336,75;	0,0;	0,0
493,4468994140625;	282,5;	0,0;	0,0
493,52557373046875;	338,5;	0,0;	0,0
493,6042175292969;	398,75;	0,0;	0,0
493,6828918457031;	486,5;	0,0;	0,0
493,7615051269531;	530,25;	0,0;	0,0
493,8401184082031;	401,25;	0,0;	0,0
493,9187316894531;	322,25;	0,0;	0,0
493,9973449707031;	324,75;	0,0;	0,0
494,075927734375;	331,25;	0,0;	0,0
494,1545104980469;	341,0;	0,0;	0,0
494,2330627441406;	299,0;	0,0;	0,0
494,3116149902344;	303,0;	0,0;	0,0
494,3901672363281;	353,75;	0,0;	0,0
494,4686584472656;	410,5;	0,0;	0,0
494,5472106933594;	389,0;	0,0;	0,0
494,6257019042969;	351,5;	0,0;	0,0
494,7041931152344;	328,0;	0,0;	0,0
494,78265380859375;	345,75;	0,0;	0,0
494,86114501953125;	359,75;	0,0;	0,0
494,9395751953125;	338,5;	0,0;	0,0
495,0180358886719;	349,75;	0,0;	0,0
495,096435546875;	363,0;	0,0;	0,0
495,1748962402344;	352,75;	0,0;	0,0
495,2532653808594;	384,25;	0,0;	0,0
495,3316650390625;	434,75;	0,0;	0,0
495,4100341796875;	631,75;	0,0;	0,0
495,4884338378906;	1679,0;	0,0;	0,0
495,5667724609375;	4799,25;	0,0;	0,0
495,6451110839844;	5153,0;	0,0;	0,0
495,72344970703125;	1128,25;	0,0;	0,0
495,8017883300781;	480,75;	0,0;	0,0
495,8800964355469;	421,5;	0,0;	0,0
495,9583435058594;	384,0;	0,0;	0,0
496,0366516113281;	348,5;	0,0;	0,0
496,11492919921875;	357,0;	0,0;	0,0
496,19317626953125;	335,25;	0,0;	0,0
496,27142333984375;	361,75;	0,0;	0,0
496,34967041015625;	385,5;	0,0;	0,0
496,4278869628906;	542,25;	0,0;	0,0
496,506103515625;	546,0;	0,0;	0,0
496,58428955078125;	436,5;	0,0;	0,0
496,6625061035156;	442,25;	0,0;	0,0
496,74066162109375;	411,75;	0,0;	0,0
496,8188171386719;	421,0;	0,0;	0,0
496,89697265625;	461,5;	0,0;	0,0
496,9751281738281;	387,25;	0,0;	0,0
497,0532531738281;	385,0;	0,0;	0,0
497,1313171386719;	461,75;	0,0;	0,0
497,2094421386719;	431,5;	0,0;	0,0
497,28753662109375;	375,25;	0,0;	0,0
497,3656005859375;	360,0;	0,0;	0,0
497,44366455078125;	374,5;	0,0;	0,0
497,521728515625;	354,25;	0,0;	0,0
497,59979248046875;	404,25;	0,0;	0,0
497,67779541015625;	477,5;	0,0;	0,0
497,7558288574219;	460,5;	0,0;	0,0
497,83380126953125;	455,25;	0,0;	0,0
497,91180419921875;	442,5;	0,0;	0,0
497,9897766113281;	595,5;	0,0;	0,0
498,0677490234375;	840,25;	0,0;	0,0
498,1457214355469;	1086,75;	0,0;	0,0
498,2236633300781;	989,0;	0,0;	0,0
