0.0	2.0
Integration time [ms]:	1.05
Averaging Nr. [scans]:1
Smoothing Nr. [pixels]:0
Data measured with spectrometer [name]:b'1703276U8'
Wave	;Sample	;Dark	;Reference	;Scope	
[nm]	;[counts]	;[counts]	;[counts]	
 
400,41888427734375;	254,75;	0,0;	0,0
400,4754333496094;	300,0;	0,0;	0,0
400,5319519042969;	567,75;	0,0;	0,0
400,5885009765625;	894,75;	0,0;	0,0
400,6449890136719;	395,0;	0,0;	0,0
400,7015075683594;	316,75;	0,0;	0,0
400,75799560546875;	277,0;	0,0;	0,0
400,8144836425781;	284,75;	0,0;	0,0
400,8709716796875;	253,75;	0,0;	0,0
400,92742919921875;	272,0;	0,0;	0,0
400,98388671875;	329,25;	0,0;	0,0
401,04034423828125;	323,0;	0,0;	0,0
401,09674072265625;	263,75;	0,0;	0,0
401,1531677246094;	240,75;	0,0;	0,0
401,2095947265625;	258,5;	0,0;	0,0
401,2659912109375;	258,5;	0,0;	0,0
401,3223876953125;	249,0;	0,0;	0,0
401,3787841796875;	242,75;	0,0;	0,0
401,4351806640625;	274,25;	0,0;	0,0
401,4915466308594;	342,75;	0,0;	0,0
401,54791259765625;	323,75;	0,0;	0,0
401,604248046875;	260,5;	0,0;	0,0
401,66058349609375;	267,75;	0,0;	0,0
401,7169189453125;	275,0;	0,0;	0,0
401,77325439453125;	303,25;	0,0;	0,0
401,8295593261719;	288,75;	0,0;	0,0
401,8858642578125;	279,75;	0,0;	0,0
401,942138671875;	255,75;	0,0;	0,0
401,9984436035156;	247,0;	0,0;	0,0
402,0547180175781;	268,0;	0,0;	0,0
402,1109619140625;	263,75;	0,0;	0,0
402,1672058105469;	279,75;	0,0;	0,0
402,22344970703125;	385,25;	0,0;	0,0
402,2796936035156;	341,0;	0,0;	0,0
402,3359375;	251,0;	0,0;	0,0
402,39215087890625;	266,25;	0,0;	0,0
402,44830322265625;	270,25;	0,0;	0,0
402,5045166015625;	364,5;	0,0;	0,0
402,5606994628906;	341,0;	0,0;	0,0
402,6168518066406;	263,5;	0,0;	0,0
402,6730041503906;	270,0;	0,0;	0,0
402,7291564941406;	268,0;	0,0;	0,0
402,7853088378906;	275,75;	0,0;	0,0
402,8414611816406;	263,0;	0,0;	0,0
402,8975830078125;	270,75;	0,0;	0,0
402,9537048339844;	281,0;	0,0;	0,0
403,0097961425781;	334,0;	0,0;	0,0
403,0658874511719;	510,75;	0,0;	0,0
403,1219787597656;	909,0;	0,0;	0,0
403,1780700683594;	515,25;	0,0;	0,0
403,234130859375;	333,0;	0,0;	0,0
403,2901916503906;	397,0;	0,0;	0,0
403,34625244140625;	672,75;	0,0;	0,0
403,40228271484375;	525,0;	0,0;	0,0
403,45831298828125;	408,5;	0,0;	0,0
403,51434326171875;	514,0;	0,0;	0,0
403,5703430175781;	329,0;	0,0;	0,0
403,6263122558594;	300,75;	0,0;	0,0
403,68231201171875;	263,5;	0,0;	0,0
403,7383117675781;	265,25;	0,0;	0,0
403,79425048828125;	244,5;	0,0;	0,0
403,8501892089844;	246,0;	0,0;	0,0
403,9061584472656;	256,25;	0,0;	0,0
403,96209716796875;	277,75;	0,0;	0,0
404,0180358886719;	264,5;	0,0;	0,0
404,0739440917969;	311,75;	0,0;	0,0
404,1298828125;	329,0;	0,0;	0,0
404,1857604980469;	389,0;	0,0;	0,0
404,24163818359375;	300,75;	0,0;	0,0
404,2975158691406;	275,75;	0,0;	0,0
404,3533935546875;	319,75;	0,0;	0,0
404,4092712402344;	449,5;	0,0;	0,0
404,4651184082031;	631,0;	0,0;	0,0
404,5209655761719;	837,75;	0,0;	0,0
404,5768127441406;	2038,25;	0,0;	0,0
404,6325988769531;	4507,75;	0,0;	0,0
404,68841552734375;	1945,25;	0,0;	0,0
404,7442321777344;	498,0;	0,0;	0,0
404,8000183105469;	394,75;	0,0;	0,0
404,8558349609375;	311,5;	0,0;	0,0
404,9115905761719;	292,25;	0,0;	0,0
404,96734619140625;	289,5;	0,0;	0,0
405,0231018066406;	263,5;	0,0;	0,0
405,078857421875;	261,25;	0,0;	0,0
405,1345520019531;	261,75;	0,0;	0,0
405,1902770996094;	270,5;	0,0;	0,0
405,2460021972656;	277,25;	0,0;	0,0
405,30169677734375;	301,25;	0,0;	0,0
405,3573913574219;	288,0;	0,0;	0,0
405,4130859375;	288,25;	0,0;	0,0
405,4687805175781;	284,75;	0,0;	0,0
405,5244445800781;	332,0;	0,0;	0,0
405,580078125;	321,0;	0,0;	0,0
