0.0	2.0
Integration time [ms]:	1.05
Averaging Nr. [scans]:1
Smoothing Nr. [pixels]:0
Data measured with spectrometer [name]:b'1703279U8'
Wave	;Sample	;Dark	;Reference	;Scope	
[nm]	;[counts]	;[counts]	;[counts]	
 
725,3621826171875;	335,5;	0,0;	0,0
725,4813842773438;	356,0;	0,0;	0,0
725,6005249023438;	370,5;	0,0;	0,0
725,7197265625;	353,25;	0,0;	0,0
725,8388671875;	350,0;	0,0;	0,0
725,9579467773438;	379,25;	0,0;	0,0
726,0770874023438;	359,0;	0,0;	0,0
726,1961669921875;	361,25;	0,0;	0,0
726,315185546875;	377,5;	0,0;	0,0
726,4342651367188;	363,5;	0,0;	0,0
726,5532836914062;	350,0;	0,0;	0,0
726,6723022460938;	353,5;	0,0;	0,0
726,7913208007812;	351,0;	0,0;	0,0
726,9102783203125;	363,75;	0,0;	0,0
727,0292358398438;	384,75;	0,0;	0,0
727,148193359375;	381,0;	0,0;	0,0
727,26708984375;	393,75;	0,0;	0,0
727,385986328125;	378,5;	0,0;	0,0
727,5048828125;	388,75;	0,0;	0,0
727,6237182617188;	365,75;	0,0;	0,0
727,7426147460938;	360,0;	0,0;	0,0
727,8614501953125;	374,75;	0,0;	0,0
727,9801635742188;	354,25;	0,0;	0,0
728,0989379882812;	372,25;	0,0;	0,0
728,2177124023438;	365,25;	0,0;	0,0
728,3364868164062;	363,0;	0,0;	0,0
728,4552612304688;	391,75;	0,0;	0,0
728,573974609375;	371,0;	0,0;	0,0
728,6926879882812;	368,5;	0,0;	0,0
728,8113403320312;	390,5;	0,0;	0,0
728,9299926757812;	374,0;	0,0;	0,0
729,0486450195312;	376,25;	0,0;	0,0
729,1672973632812;	395,5;	0,0;	0,0
729,285888671875;	362,75;	0,0;	0,0
729,4044799804688;	383,25;	0,0;	0,0
729,5230712890625;	382,0;	0,0;	0,0
729,6416625976562;	341,5;	0,0;	0,0
729,7601928710938;	356,75;	0,0;	0,0
729,8787231445312;	388,75;	0,0;	0,0
729,9971313476562;	365,5;	0,0;	0,0
730,1156005859375;	372,0;	0,0;	0,0
730,2340698242188;	343,75;	0,0;	0,0
730,3525390625;	367,25;	0,0;	0,0
730,470947265625;	349,75;	0,0;	0,0
730,58935546875;	385,25;	0,0;	0,0
730,707763671875;	380,5;	0,0;	0,0
730,826171875;	371,25;	0,0;	0,0
730,9445190429688;	377,5;	0,0;	0,0
731,0628662109375;	406,25;	0,0;	0,0
731,18115234375;	381,5;	0,0;	0,0
731,2994995117188;	351,25;	0,0;	0,0
731,4177856445312;	397,5;	0,0;	0,0
731,5360107421875;	366,75;	0,0;	0,0
731,654296875;	372,0;	0,0;	0,0
731,7725219726562;	405,75;	0,0;	0,0
731,8906860351562;	402,0;	0,0;	0,0
732,0088500976562;	388,75;	0,0;	0,0
732,1270141601562;	389,25;	0,0;	0,0
732,2451782226562;	395,5;	0,0;	0,0
732,3633422851562;	404,25;	0,0;	0,0
732,4814453125;	483,0;	0,0;	0,0
732,5995483398438;	458,75;	0,0;	0,0
732,7176513671875;	373,0;	0,0;	0,0
732,8357543945312;	396,75;	0,0;	0,0
732,9537963867188;	376,0;	0,0;	0,0
733,07177734375;	409,0;	0,0;	0,0
733,189697265625;	380,25;	0,0;	0,0
733,3076782226562;	375,0;	0,0;	0,0
733,4256591796875;	380,25;	0,0;	0,0
733,5436401367188;	388,0;	0,0;	0,0
733,6615600585938;	409,0;	0,0;	0,0
733,7794799804688;	375,0;	0,0;	0,0
733,8973999023438;	379,0;	0,0;	0,0
734,0152587890625;	373,0;	0,0;	0,0
734,1331176757812;	368,5;	0,0;	0,0
734,2509765625;	364,5;	0,0;	0,0
734,3687744140625;	381,5;	0,0;	0,0
734,486572265625;	398,0;	0,0;	0,0
734,6043701171875;	394,0;	0,0;	0,0
734,72216796875;	394,25;	0,0;	0,0
734,8399047851562;	372,25;	0,0;	0,0
734,9576416015625;	370,25;	0,0;	0,0
735,0753173828125;	376,5;	0,0;	0,0
735,1930541992188;	392,5;	0,0;	0,0
735,3107299804688;	415,5;	0,0;	0,0
735,4283447265625;	382,0;	0,0;	0,0
735,5460205078125;	381,0;	0,0;	0,0
735,6636352539062;	405,75;	0,0;	0,0
735,78125;	390,25;	0,0;	0,0
735,8988647460938;	372,75;	0,0;	0,0
736,016357421875;	385,5;	0,0;	0,0
736,1339111328125;	387,5;	0,0;	0,0
736,25146484375;	389,75;	0,0;	0,0
736,3690185546875;	402,5;	0,0;	0,0
736,4864501953125;	384,75;	0,0;	0,0
736,6039428710938;	397,75;	0,0;	0,0
736,7213745117188;	380,25;	0,0;	0,0
736,8388671875;	377,25;	0,0;	0,0
736,9562377929688;	360,25;	0,0;	0,0
737,0736083984375;	355,25;	0,0;	0,0
737,1910400390625;	367,25;	0,0;	0,0
737,3084106445312;	383,0;	0,0;	0,0
737,4257202148438;	381,5;	0,0;	0,0
737,5430297851562;	378,5;	0,0;	0,0
737,660400390625;	377,0;	0,0;	0,0
737,7776489257812;	381,0;	0,0;	0,0
737,8948974609375;	375,0;	0,0;	0,0
738,01220703125;	389,25;	0,0;	0,0
738,1294555664062;	368,25;	0,0;	0,0
738,24658203125;	410,5;	0,0;	0,0
738,36376953125;	375,5;	0,0;	0,0
738,48095703125;	381,0;	0,0;	0,0
738,5980834960938;	388,5;	0,0;	0,0
738,7152709960938;	417,0;	0,0;	0,0
738,8323974609375;	449,75;	0,0;	0,0
738,949462890625;	427,75;	0,0;	0,0
739,0665893554688;	383,5;	0,0;	0,0
739,18359375;	378,75;	0,0;	0,0
739,3006591796875;	383,0;	0,0;	0,0
739,417724609375;	365,25;	0,0;	0,0
739,53466796875;	376,25;	0,0;	0,0
739,6517333984375;	384,75;	0,0;	0,0
739,7686767578125;	375,75;	0,0;	0,0
739,8856201171875;	376,5;	0,0;	0,0
740,0025634765625;	379,0;	0,0;	0,0
740,1195068359375;	401,0;	0,0;	0,0
740,2363891601562;	380,75;	0,0;	0,0
740,353271484375;	396,25;	0,0;	0,0
740,4701538085938;	399,25;	0,0;	0,0
740,5869750976562;	392,5;	0,0;	0,0
740,7037963867188;	394,375;	0,0;	0,0
740,8206176757812;	396,25;	0,0;	0,0
740,9373779296875;	461,0;	0,0;	0,0
741,05419921875;	460,5;	0,0;	0,0
741,1708984375;	397,75;	0,0;	0,0
741,2876586914062;	396,25;	0,0;	0,0
741,4043579101562;	377,0;	0,0;	0,0
741,5211181640625;	354,5;	0,0;	0,0
741,6377563476562;	397,25;	0,0;	0,0
741,7544555664062;	406,75;	0,0;	0,0
741,8710327148438;	413,0;	0,0;	0,0
741,9876098632812;	434,0;	0,0;	0,0
742,104248046875;	480,25;	0,0;	0,0
742,2208251953125;	659,0;	0,0;	0,0
742,33740234375;	811,25;	0,0;	0,0
742,4539794921875;	602,0;	0,0;	0,0
742,5704956054688;	459,0;	0,0;	0,0
742,68701171875;	415,0;	0,0;	0,0
742,8035278320312;	380,5;	0,0;	0,0
