0.0	2.0
Integration time [ms]:	1.05
Averaging Nr. [scans]:1
Smoothing Nr. [pixels]:0
Data measured with spectrometer [name]:b'1703278U8'
Wave	;Sample	;Dark	;Reference	;Scope	
[nm]	;[counts]	;[counts]	;[counts]	
 
619,9722900390625;	365,25;	0,0;	0,0
620,0406494140625;	400,25;	0,0;	0,0
620,1089477539062;	421,0;	0,0;	0,0
620,17724609375;	398,25;	0,0;	0,0
620,2455444335938;	414,5;	0,0;	0,0
620,3137817382812;	376,5;	0,0;	0,0
620,382080078125;	436,0;	0,0;	0,0
620,4503173828125;	438,5;	0,0;	0,0
620,5185546875;	425,5;	0,0;	0,0
620,5867919921875;	416,75;	0,0;	0,0
620,6549072265625;	426,25;	0,0;	0,0
620,72314453125;	476,0;	0,0;	0,0
620,7913208007812;	434,75;	0,0;	0,0
620,8594360351562;	435,25;	0,0;	0,0
620,9276123046875;	434,25;	0,0;	0,0
620,9957885742188;	460,0;	0,0;	0,0
621,0638427734375;	442,0;	0,0;	0,0
621,1319580078125;	446,25;	0,0;	0,0
621,2000732421875;	441,0;	0,0;	0,0
621,2681274414062;	475,5;	0,0;	0,0
621,336181640625;	433,5;	0,0;	0,0
621,404296875;	500,0;	0,0;	0,0
621,4722900390625;	491,5;	0,0;	0,0
621,540283203125;	476,0;	0,0;	0,0
621,6083374023438;	457,75;	0,0;	0,0
621,67626953125;	500,75;	0,0;	0,0
621,7442626953125;	479,0;	0,0;	0,0
621,812255859375;	480,25;	0,0;	0,0
621,8801879882812;	520,5;	0,0;	0,0
621,9481201171875;	524,75;	0,0;	0,0
622,0159912109375;	514,75;	0,0;	0,0
622,0839233398438;	516,0;	0,0;	0,0
622,15185546875;	530,0;	0,0;	0,0
622,2196655273438;	529,25;	0,0;	0,0
622,2875366210938;	552,75;	0,0;	0,0
622,3554077148438;	547,75;	0,0;	0,0
622,4232177734375;	509,5;	0,0;	0,0
622,4910278320312;	534,0;	0,0;	0,0
622,5588989257812;	557,5;	0,0;	0,0
622,6266479492188;	522,75;	0,0;	0,0
622,6943969726562;	558,75;	0,0;	0,0
622,76220703125;	538,25;	0,0;	0,0
622,8298950195312;	565,0;	0,0;	0,0
622,8976440429688;	581,75;	0,0;	0,0
622,9653930664062;	634,75;	0,0;	0,0
623,0330810546875;	656,25;	0,0;	0,0
623,1007080078125;	803,0;	0,0;	0,0
623,1683349609375;	774,5;	0,0;	0,0
623,2360229492188;	618,75;	0,0;	0,0
623,3037109375;	590,25;	0,0;	0,0
623,3712768554688;	569,5;	0,0;	0,0
623,43896484375;	551,0;	0,0;	0,0
623,506591796875;	545,25;	0,0;	0,0
623,5740966796875;	566,25;	0,0;	0,0
623,6417236328125;	550,0;	0,0;	0,0
623,7092895507812;	558,25;	0,0;	0,0
623,7767944335938;	531,0;	0,0;	0,0
623,8443603515625;	581,0;	0,0;	0,0
623,9119262695312;	534,0;	0,0;	0,0
623,9793701171875;	537,0;	0,0;	0,0
624,046875;	576,5;	0,0;	0,0
624,1143798828125;	576,5;	0,0;	0,0
624,1818237304688;	553,0;	0,0;	0,0
624,249267578125;	535,0;	0,0;	0,0
624,316650390625;	560,0;	0,0;	0,0
624,3840942382812;	530,75;	0,0;	0,0
624,4515380859375;	558,25;	0,0;	0,0
624,518798828125;	562,5;	0,0;	0,0
624,5862426757812;	600,0;	0,0;	0,0
624,6536254882812;	623,5;	0,0;	0,0
624,7208862304688;	650,25;	0,0;	0,0
624,7882690429688;	570,5;	0,0;	0,0
624,8555908203125;	576,75;	0,0;	0,0
624,9228515625;	553,0;	0,0;	0,0
624,9901733398438;	556,75;	0,0;	0,0
625,0574951171875;	561,0;	0,0;	0,0
625,1246948242188;	544,75;	0,0;	0,0
625,1919555664062;	617,75;	0,0;	0,0
625,2592163085938;	673,5;	0,0;	0,0
